Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Towne Lake,McKinney,Texas,United States,75069,18,4.42857,33.179984,-96.585712
Travis White Disc Golf Course,El Paso,Texas,United States,79925,18,0,31.796950,-106.356880
Trey Texas Ranch - Texas Twist,Mount Vernon,Texas,United States,75457,18,0,33.168595,-95.215150
Trey Texas Ranch - Trey Deuce,Mount Vernon,Texas,United States,75457,18,0,33.168595,-95.215150
Trinity Falls Disc Golf Course,McKinney,Texas,United States,75071,21,0,33.245817,-96.630720
Trinity Pines Conference Center,Trinity,Texas,United States,75862,9,0,30.964728,-95.325895
Trinity University,San Antonio,Texas,United States,78212,6,0,29.464611,-98.493653
Trophy Club Park,Trophy Club,Texas,United States,76262,18,4.333335,33.009335,-97.226720
Turner Park,Grand Prairie,Texas,United States,75050,18,4,32.773069,-97.005227
TxState Campus West Park,San Marcos,Texas,United States,78666,21,0,29.880162,-97.966164
UMHB Disc Golf Course,Belton,Texas,United States,76513,9,0,31.051688,-97.499909
Underwood Golf Complex,El Paso,Texas,United States,79904,9,0,31.852764,-106.447636
Universal City Park,Universal City,Texas,United States,78148,18,3.5,29.543813,-98.295356
University Heights Disc Golf Course,San Marcos,Texas,United States,78666,9,0,29.880162,-97.966164
UT Dallas Alumni Disc Golf Course,Richardson,Texas,United States,75080,9,1,32.976063,-96.742080
UT Tyler,Tyler,Texas,United States,75701,18,0,32.321937,-95.302223
Uvalde Memorial Park Disc Golf Course,Uvalde,Texas,United States,78801,18,4,29.362904,-99.898132
Veteran's Park,Arlington,Texas,United States,76012,18,4.57143,32.755130,-97.139242
Veterans Memorial Park,Beeville,Texas,United States,78102,18,4,28.407712,-97.710620
Victory Disc Golf Course,Houston,Texas,United States,77088,18,0,29.881487,-95.452619
W. O. Harrington,Irving,Texas,United States,75038,9,2,32.874776,-96.996862
Waldron Park Disc Golf Course,Corpus Christi,Texas,United States,78418,9,2,27.627121,-97.269242
Walker Park,Paris,Texas,United States,75460,18,3,33.655540,-95.605040
Watonga Disc Golf Course,Houston,Texas,United States,77092,18,0,29.830024,-95.474409
Weatherford Disc Golf Course,Weatherford,Texas,United States,76085,18,4,32.861345,-97.692173
Wellington of Flower Mound,Flower Mound,Texas,United States,75022,9,0,33.034890,-97.124906
Wells Branch Park,Austin,Texas,United States,78728,18,2.5,30.454170,-97.692183
West Guth Park,Corpus Christi,Texas,United States,78410,18,2,27.838247,-97.596306
Westside Park Disc Golf Course,Marble Falls,Texas,United States,78654,9,3.666665,30.581216,-98.208732
WF George Middle School,Iowa Park,Texas,United States,76367,3,0,33.973300,-98.721094
White Oak Bayou Bandit,Houston,Texas,United States,77040,18,0,29.874575,-95.527099
White Oak Conference Center - Inwood North,Houston,Texas,United States,77088,18,0,29.881487,-95.452619
White Oak Conference Center - Inwood West,Houston,Texas,United States,77088,18,0,29.881487,-95.452619
Wildcats Disc Golf Course,Denton,Texas,United States,76210,9,0,33.149467,-97.096016
Wildflower Micro Disc Golf Course,Cedar Park,Texas,United States,78613,5,0,30.503949,-97.824200
Will Hair Park,Abilene,Texas,United States,79601,18,4,32.576489,-99.665323
William Cameron Park,Waco,Texas,United States,76701,23,5,31.552011,-97.138200
Williamson County Disc Golf Course,Leander,Texas,United States,78681,18,3,30.534424,-97.725741
Willow Creek Park,Saginaw,Texas,United States,76179,9,3,32.913522,-97.433835
Willow Fork Park Disc Golf Course,Katy,Texas,United States,77494,18,4,29.740677,-95.829652
Wind Creek Park Disc Golf Course,Sheppard AFB,Texas,United States,76311,18,4,33.969544,-98.509023
Windlands Disc Golf Course,Midland,Texas,United States,79705,18,5,32.051210,-102.059633
Windwood Presbyterian Church,Houston,Texas,United States,77070,21,0,29.979648,-95.572877
Wolf Pen Creek,College Station,Texas,United States,77840,9,2.5,30.609093,-96.325984
Woodway Park,Waco,Texas,United States,76712,18,4,31.526544,-97.261231
Wortham Trail Disc Golf Course,Cypress,Texas,United States,77065,9,0,29.926473,-95.603790
YMCA Camp Carter Disc Golf Course,Fort Worth,Texas,United States,76114,9,0,32.774494,-97.402276
Z Boaz Park,Fort Worth,Texas,United States,76116,18,4.5,32.720723,-97.447033
Zedler Park,Luling,Texas,United States,78648,18,0,29.690184,-97.633555
Zilker Park,Austin,Texas,United States,78746,18,3.333335,30.296865,-97.809578
Zube Park Disc Golf Course,Hockley,Texas,United States,77447,18,3,30.047619,-95.833733
Allen Howell Disc Golf Course,Ephraim,Utah,United States,84627,5,0,39.353160,-111.561071
Art Dye Disc Golf Park,American Fork,Utah,United States,84003,18,3.4,40.471654,-111.680590
Base Camp Adventure Disc Golf Course,Moab,Utah,United States,84532,18,5,38.526725,-109.548649
Beacon Hill Park Disc Golf,Highland,Utah,United States,84003,18,3,40.471654,-111.680590
Bicentennial Park,Provo,Utah,United States,84606,6,2.25,40.214440,-111.625543
Blind Gully Disc Golf at Von Baer Park,Providence,Utah,United States,84332,9,0,41.699946,-111.812133
Brian Head Resort Disc Golf Course,Brian Head,Utah,United States,84719,18,3,37.672573,-112.810350
Cache County Fairgrounds,Logan,Utah,United States,84321,18,4,41.717722,-111.836493
Cherry Peak Disc Golf Course,Richmond,Utah,United States,84333,18,0,41.907231,-111.812116
Clinton Disc Golf Course,Clinton,Utah,United States,84015,9,0,41.120367,-112.060760
Creekside Park,Salt Lake City,Utah,United States,84101,21,4.333335,40.756383,-111.900062
Davis Technical College Disc Golf,Kaysville,Utah,United States,84037,15,3,41.027605,-111.950941
Dry Creek Trail Park,Lehi,Utah,United States,84043,12,4,40.410762,-111.876790
Eagle Point Disc Golf Course,Beaver,Utah,United States,84713,9,0,38.322179,-112.650931
Eagle Rock Disc Golf Course,Mapleton City,Utah,United States,84664,9,4,40.115107,-111.565116
Elk Ridge Meadows,Elk Ridge,Utah,United States,84651,9,0,39.958215,-111.715417
Fairmont Park Disc Golf Course,Salt Lake City,Utah,United States,84106,18,0,40.706763,-111.855656
Falcons Nest,Hill Air Force Base,Utah,United States,84056,9,1,41.129127,-111.991930
Freedom Hills Park,Centerville,Utah,United States,84014,9,3.5,40.932087,-111.884033
Goblin Valley State Park,Green River,Utah,United States,84525,9,0,39.081441,-110.054367
Green River State Park Disc Golf Course,Green River,Utah,United States,84525,18,0,39.081441,-110.054367
Gunnison Park,Gunnison,Utah,United States,84634,9,0,39.158405,-111.811071
Harrisville Disc Golf Course,Harrisville,Utah,United States,84404,9,3.5,41.269473,-112.117645
Ideal Beach Resort,Garden City,Utah,United States,84028,9,0,41.923780,-111.412329
Ironside Disc Golf Course,Cedar City,Utah,United States,84721,18,4,37.770340,-113.078614
John Adams,Brigham City,Utah,United States,84302,9,3,41.553593,-112.050764
Jolley's Ranch Campground,Springville,Utah,United States,84663,18,5,40.165628,-111.495076
Kanab Disc Golf,Kanab,Utah,United States,84741,18,4.5,37.187126,-112.249416
Mathis Park,St. George,Utah,United States,84770,9,3.5,37.185988,-113.609694
Mills Park,Woods Cross,Utah,United States,84087,12,2,40.884929,-111.932247
Moose Hollow Disc Golf at Wolf Creek,Eden,Utah,United States,84310,9,0,41.335665,-111.847402
Mulligans Creekside Golf Center,Ogden,Utah,United States,84404,18,0,41.269473,-112.117645
Nephi Disc Golf Course,Nephi,Utah,United States,84648,9,0,39.685805,-111.864491
Nordic Valley Ski Resort,Eden,Utah,United States,84310,18,0,41.335665,-111.847402
North Fork Environmental Center,Eden,Utah,United States,84310,9,1,41.335665,-111.847402
Ogden Weber Applied Tech College,Ogden,Utah,United States,84404,5,4,41.269473,-112.117645
Old City Park Disc Golf Course,Moab,Utah,United States,84532,18,4,38.526725,-109.548649
Parowan Canyon,Parowan,Utah,United States,84761,27,0,37.875242,-112.848443
Payson Canyon Disc Golf Course,Payson,Utah,United States,84651,18,0,39.958215,-111.715417
Pelican Beach Disc Golf Course at Willard Bay State Park,Willard,Utah,United States,84340,9,0,41.363536,-112.036066
Pine View Park,Washington,Utah,United States,84780,18,3.666665,37.125867,-113.494351
Richfield Visitors Center,Richfield,Utah,United States,84701,5,0,38.601244,-111.698403
Riverpark Disc Golf Course,Riverdale,Utah,United States,84405,27,3.857145,41.156796,-111.965799
Riverview Park,Provo,Utah,United States,84604,9,5,40.318660,-111.576956
Rock Canyon,Provo,Utah,United States,84604,10,2.5,40.318660,-111.576956
Roots Disc Golf Course,Salt Lake City,Utah,United States,84116,18,4.333335,40.802748,-111.957032
Salt Hollow Park,Hyrum,Utah,United States,84319,9,3,41.606288,-111.663276
Saratoga Hills,Saratoga Springs,Utah,United States,84045,9,0,40.336491,-111.911190
Scera Park Disc Golf Course,Orem,Utah,United States,84058,9,5,40.287743,-111.727923
Schneiter's Bluff - Back,West Point,Utah,United States,84015,18,5,41.120367,-112.060760
Schneiter's Bluff - Front,West Point,Utah,United States,84015,18,5,41.120367,-112.060760
Sky View High School,Smithfield,Utah,United States,84335,7,0,41.836112,-111.874843
Slate Canyon Disc Golf Course,Provo,Utah,United States,84606,18,0,40.214440,-111.625543
Solitude Mountain Resort,Solitude,Utah,United States,84121,18,4.75,40.613033,-111.663944
South Field Disc Golf Course,Heber City,Utah,United States,89032,8,0,36.223179,-115.172723
Spring Acres Arts Park,Springville,Utah,United States,84663,9,0,40.165628,-111.495076
Springdale Disc Golf Course,Springdale,Utah,United States,84767,6,0,37.236992,-112.986607
Stansbury Park,Stansbury Park,Utah,United States,84074,18,0,40.556201,-112.265744
Sugar Park,Amalga,Utah,United States,84335,6,0,41.836112,-111.874843
Sunrise Meadows Park,Nibley,Utah,United States,84321,9,0,41.717722,-111.836493
The Birdie,Woodland Hills,Utah,United States,84653,9,0,40.026902,-111.644209
The Canyons Resort,Park City,Utah,United States,84098,18,2,40.733685,-111.533313
The Fort Buenaventura,Ogden,Utah,United States,84401,18,5,41.212012,-112.034564
The Fort Miles Goodyear,Ogden,Utah,United States,84401,9,4,41.212012,-112.034564
The Portal at Rose Park Golf Course,Salt Lake City,Utah,United States,84116,18,3,40.802748,-111.957032
The Rim Rock Disc Golf Course,Torrey,Utah,United States,84775,18,4.5,37.933914,-110.949416
Three Peaks Disc Golf Course,Cedar City,Utah,United States,84720,18,4.666665,37.590627,-113.190988
Thunderbird Gardens Disc Golf Course,Cedar City,Utah,United States,84720,18,0,37.590627,-113.190988
Trailside Park,Park City,Utah,United States,84098,9,2,40.733685,-111.533313
Uintah Basin Yacht Club,Roosevelt,Utah,United States,84066,20,0,40.328260,-110.026773
Urban Forest at Spanish Fork,Spanish Fork,Utah,United States,84660,18,3,40.121268,-111.695542
USU Eastern Disc Golf Course,Price,Utah,United States,84501,18,0,39.546389,-110.757509
Utah Lake State Park Disc Golf Course,Provo,Utah,United States,84601,9,0,40.226569,-111.697250
Utah State Hospital Disc Golf Course,Provo,Utah,United States,84606,18,5,40.214440,-111.625543
Utah Valley University,Orem,Utah,United States,84058,18,0,40.287743,-111.727923
Valais Park,Midway,Utah,United States,84049,9,0,40.523642,-111.519537
Valley Regional Park Disc Golf Course,Salt Lake City,Utah,United States,84118,18,2.5,40.653522,-112.013415
Ace Run Ranch,Suffolk,Virginia,United States,23434,18,0,36.703003,-76.592105
Adventure Links at Hemlock Overlook Regional Park,Clifton,Virginia,United States,20124,9,0,38.781332,-77.391333
Arsenal at Southern Hills,Danville,Virginia,United States,24541,18,5,36.588822,-79.515100
Ballou Park Disc Golf Course #1,Danville,Virginia,United States,24541,9,2.666665,36.588822,-79.515100
Ballou Park Disc Golf Course #2,Danville,Virginia,United States,24541,18,4.25,36.588822,-79.515100
Bayville Farms Park,Virginia Beach,Virginia,United States,23455,18,4.333335,36.892997,-76.147108
Beale's Treasure Disc Golf Course,Montvale,Virginia,United States,24122,18,0,37.426197,-79.692130
Bedford YMCA,Bedford,Virginia,United States,24523,18,0,37.344838,-79.523884
Bennett's Creek Park,Suffolk,Virginia,United States,23435,18,4.25,36.838420,-76.480264
Betty Queen Center Disc Golf Course,Louisa,Virginia,United States,23093,9,5,38.004167,-78.040057
Big Stone Gap Disc Golf Course,Big Stone Gap,Virginia,United States,24219,9,0,36.849443,-82.758491
Blackwater Creek at Sandusky Park,Lynchburg,Virginia,United States,24502,18,0,37.360401,-79.221579
Blue Ridge Community College,Weyers Cave,Virginia,United States,24486,9,0,38.296885,-78.924533
Bluemont Park,Arlington,Virginia,United States,22201,9,2.5,38.886565,-77.095231
Bridgewater College,Bridgewater,Virginia,United States,22812,9,0,38.378179,-79.027051
Brookland Middle School,Richmond,Virginia,United States,23228,9,0,37.626617,-77.492834
Bryan Park,Richmond,Virginia,United States,23227,18,4.166665,37.611292,-77.438188
Bull Run Regional Park,Centreville,Virginia,United States,20121,18,1.333335,38.811059,-77.463237
Burke Lake Park,Fairfax Station,Virginia,United States,22039,18,3.5,38.755963,-77.314172
Camp Bethel,Wise,Virginia,United States,24293,9,0,37.004345,-82.550814
Camp Success,Narrows,Virginia,United States,24124,18,0,37.316320,-80.857538
Cannon Ridge,Fredericksburg,Virginia,United States,22407,18,0,38.283474,-77.575684
Clark's Run Disc Golf Course at Freedom Center,Leesburg,Virginia,United States,20176,18,5,39.184706,-77.544111
Coomes Recreation Center,Abingdon,Virginia,United States,24210,9,0,36.768935,-82.027531
Curtis Memorial Park,Fredericksburg,Virginia,United States,22406,18,4,38.399767,-77.547310
Cutter Park Disc Golf Course,Norfolk,Virginia,United States,23551,9,0,36.924048,-76.288625
Deep Creek Elementary School,Chesapeake,Virginia,United States,23323,9,0,36.696963,-76.379928
Dire Wolf Disc Golf Course,Blacksburg,Virginia,United States,24060,18,0,37.255474,-80.422539
Dorey Park,Richmond,Virginia,United States,23231,18,3,37.442204,-77.314931
Dunncroft - Castle Point Park,Glen Allen,Virginia,United States,23060,9,2.5,37.656153,-77.537783
Edmunds Park Disc Golf Course,South Boston,Virginia,United States,24592,18,5,36.675795,-78.965555
Elk Creek Disc Golf Course,Appomattox,Virginia,United States,24522,18,0,37.376791,-78.778773
Emory and Henry College,Emory,Virginia,United States,24361,18,3,36.767265,-81.845258
Falling Creek Park - Red,Bedford,Virginia,United States,24523,18,0,37.344838,-79.523884
Falling Creek Park - Yellow,Bedford,Virginia,United States,24523,18,4,37.344838,-79.523884
FCSSC Disc Golf Course,Bealeton,Virginia,United States,22712,9,0,38.564008,-77.757247
Ferrum College Disc Golf,Ferrum,Virginia,United States,24088,18,0,36.887904,-80.077927
Fishburn Park,Roanoke,Virginia,United States,24015,9,3.333335,37.256760,-79.981330
Flying Eagle Disc Golf Course,Lynchburg,Virginia,United States,24503,9,0,37.454015,-79.249736
Fort Lee Recreational Park,Fort Lee,Virginia,United States,23801,18,0,37.235551,-77.335396
Fox Disc Golf at Coyner Springs,Waynesboro,Virginia,United States,22980,9,0,38.099858,-78.880549
Franklin Park Disc Golf Course,Purcellville,Virginia,United States,20132,18,3.2,39.167210,-77.720570
Giles Run at Laurel Hill Park,Lorton,Virginia,United States,22079,18,4.4,38.674606,-77.209739
Gillies Creek Park,Richmond,Virginia,United States,23231,18,3,37.442204,-77.314931
Golden Hills - Black Bear,Christiansburg,Virginia,United States,24073,19,2.6,37.132347,-80.424783
Golden Hills - Golden Bear,Christiansburg,Virginia,United States,24073,19,4,37.132347,-80.424783
Goyne Park Disc Golf Course,Chester,Virginia,United States,23831,18,2.75,37.346253,-77.450566
Greene Co. Community Park,Ruckersville,Virginia,United States,22968,18,2.666665,38.240602,-78.400888
Greenfield Disc Golf Course,Troutville,Virginia,United States,24175,18,5,37.427996,-79.939687
Hampden-Sydney College Disc Golf Course,Hampden Sydney,Virginia,United States,23943,9,0,37.245457,-78.454144
Hampton 9 Disc Golf Course,Hampton,Virginia,United States,23666,9,0,37.058141,-76.406646
Hawk Hollow,Mineral,Virginia,United States,23117,18,0,37.982002,-77.873977
Highland Park Disc Golf Course,Roanoke,Virginia,United States,24016,9,5,37.273437,-79.954687
Hillsville Disc Golf Course,Hillsville,Virginia,United States,24343,9,0,36.770411,-80.690913
Hoover Ridge Park,Madison,Virginia,United States,22727,9,0,38.407594,-78.295292
HumanKind Disc Golf Course,Lynchburg,Virginia,United States,24503,9,0,37.454015,-79.249736
Indiantown Park Disc Golf Course,Eastville,Virginia,United States,23347,18,4.5,37.339243,-75.978024
J. Frank Wilson Memorial Park,Martinsville,Virginia,United States,24112,18,3,36.721170,-79.846927
Jim Barnett Park Disc Golf Course,Winchester,Virginia,United States,22601,18,4,39.174468,-78.173406
Kiwanis Disc Golf Course,Staunton,Virginia,United States,24401,18,3,38.134387,-79.085564
Lafayette Park,Norfolk,Virginia,United States,23504,9,5,36.857302,-76.265612
Lake Holiday,Cross Junction,Virginia,United States,22625,18,0,39.376805,-78.309326
Lake Marshall - The Lair,Montross,Virginia,United States,22520,12,3.5,38.121783,-76.803458
