Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Lees-McRae College Disc Golf Course,Banner Elk,North Carolina,United States,28604,9,4,36.180280,-81.859151
Leigh Farm Park,Chapel Hill (Durham),North Carolina,United States,27517,18,4,35.850468,-79.023121
Leland Founders Park,Leland,North Carolina,United States,28451,9,4,34.229818,-78.089383
Lenovo Disc Golf Course,Morrisville,North Carolina,United States,27560,9,0,35.857892,-78.827698
LORD Corp,Cary,North Carolina,United States,27511,9,0,35.763414,-78.788528
Lowe Warner Park,Troy,North Carolina,United States,27371,9,0,35.406855,-79.968144
Lowell Elementary School,Lowell,North Carolina,United States,28098,9,0,35.271135,-81.100787
Luther Britt Park,Lumberton,North Carolina,United States,28358,18,4.5,34.607857,-78.934772
Macon Early College Disc Golf Course (Old Siler Farm),Franklin,North Carolina,United States,28734,18,3,35.189081,-83.412260
Macon Middle School,Franklin,North Carolina,United States,28734,9,0,35.189081,-83.412260
Marcom Woods,Morrisville,North Carolina,United States,27560,9,0,35.857892,-78.827698
Mars Hill College Disc Golf Course,Mars Hill,North Carolina,United States,28754,18,4.333335,35.875581,-82.515681
McKee Road Elementary,Charlotte,North Carolina,United States,28270,3,0,35.112079,-80.764415
Meadowbrook Elementary Disc Golf Course,Canton,North Carolina,United States,28716,9,0,35.439331,-82.847944
Middle Creek High School,Apex,North Carolina,United States,27539,18,4,35.676537,-78.813444
Middle River Disc Golf Course,Fayetteville,North Carolina,United States,28312,12,2,34.947752,-78.738133
Mint Hill Park,Charlotte (Mint Hill),North Carolina,United States,28212,9,3,35.187703,-80.744556
Mount Airy High School,Mount Airy,North Carolina,United States,27030,9,0,36.489802,-80.629164
Mountain Heritage High School,Burnsville,North Carolina,United States,28714,9,0,35.889455,-82.304119
Mt. Olive College,Mt. Olive,North Carolina,United States,28365,9,0,35.172565,-78.052357
Nash Community College,Rocky Mount,North Carolina,United States,27804,18,0,35.989146,-77.842675
NC State Centennial Campus,Raleigh,North Carolina,United States,27606,9,3.333335,35.742323,-78.715478
Nevin Park Disc Golf Course,Charlotte,North Carolina,United States,28269,18,0,35.337313,-80.803472
No Man's Land,Cameron,North Carolina,United States,28326,18,0,35.269047,-79.154689
North Asheboro Park,Asheboro,North Carolina,United States,27203,18,2,35.728464,-79.786527
Northeast Creek Park,Jacksonville,North Carolina,United States,28546,18,4,34.799156,-77.356165
Northeast Park - Holly Run,Gibsonville,North Carolina,United States,27249,18,2,36.154141,-79.582389
O. T. Sloan Park,Sanford,North Carolina,United States,27330,18,3,35.514408,-79.195453
Oakboro District Park,Oakboro,North Carolina,United States,28129,18,0,35.231663,-80.327162
Owen High Nature Trail Disc Golf,Black Mountain,North Carolina,United States,28711,9,2,35.605271,-82.291854
Palmer Park Disc Golf Course,Shelby,North Carolina,United States,28150,9,0,35.342703,-81.576248
Persimmon Hollar,Mebane,North Carolina,United States,27302,10,0,36.142030,-79.266181
Piedmont Natural Gas,Rockingham,North Carolina,United States,28379,9,4,34.930279,-79.778633
Pine Cone Crush at Reservoir Park,Southern Pines,North Carolina,United States,28387,18,3.5,35.179251,-79.376489
Pinewood Elementary Disc Golf Course,Charlotte,North Carolina,United States,28210,9,0,35.130509,-80.856685
Piney Lake Disc Golf Course,Greensboro,North Carolina,United States,27406,18,0,36.000542,-79.764677
Pisgah Brewery,Black Mountain,North Carolina,United States,28711,9,0,35.605271,-82.291854
Plantation Ruins at Winget,Charlotte,North Carolina,United States,28278,18,4,35.133432,-81.009357
Pleasant Grove Community Center,Burlington,North Carolina,United States,27217,9,0,36.190945,-79.380185
Pleasant Grove Disc Golf Course,Thomasville,North Carolina,United States,27360,9,3.5,35.860580,-80.099288
Potter's Grove at Presnell Park,Seagrove,North Carolina,United States,27205,18,0,35.638259,-79.850866
Rankin Lake Disc Golf Course,Gastonia,North Carolina,United States,28052,18,4,35.214656,-81.233227
Re3 Disc Golf Course,Kernersville,North Carolina,United States,27284,9,0,36.116121,-80.081865
Redwood Park,Hudson,North Carolina,United States,28638,9,0,35.845093,-81.477938
Reedy Creek Park,Charlotte,North Carolina,United States,28215,18,4.25,35.244979,-80.693471
Renaissance Park - Gold,Charlotte,North Carolina,United States,28217,18,4.666665,35.168896,-80.908285
Renaissance Park - Pro Players,Charlotte,North Carolina,United States,28217,18,0,35.168896,-80.908285
Renaissance Park - RenSke,Charlotte,North Carolina,United States,28217,18,0,35.168896,-80.908285
Rescue Squad Park,Denver,North Carolina,United States,28037,9,0,35.495708,-81.018394
Resurrection Park,Hope Mills,North Carolina,United States,28348,9,0,34.914974,-78.927020
Richlands-Steed Park,Richlands,North Carolina,United States,28574,21,3,34.878931,-77.589588
Richmond Hill,Asheville,North Carolina,United States,28806,18,4.5,35.571971,-82.614729
River Bend Park,Louisburg,North Carolina,United States,27549,9,0,36.101663,-78.232233
River Street Park,Mount Holly,North Carolina,United States,28120,9,0,35.328685,-81.026385
Rob Wallace Park,Midland,North Carolina,United States,28107,9,5,35.252964,-80.518034
Robbins Park,Cornelius,North Carolina,United States,28031,18,0,35.472097,-80.900358
Rock Ridge Park DGC,Moncure,North Carolina,United States,27559,18,0,35.628213,-79.102818
Rockness Monster,Roxboro,North Carolina,United States,27573,22,5,36.396597,-78.976099
Rocky Ford,Franklinton,North Carolina,United States,27544,18,0,36.199730,-78.446559
Rolesville High School - Wooden Pond,Rolesville,North Carolina,United States,27571,9,0,35.919490,-78.458036
Rolling Pines Disc Golf Course,Wilkesboro,North Carolina,United States,28697,18,0,36.134008,-81.165721
Round Peak Disc Golf,Mount Airy,North Carolina,United States,27030,18,0,36.489802,-80.629164
Runaway Rocks Disc Golf at Rocky Ford,Franklinton,North Carolina,United States,27544,18,0,36.199730,-78.446559
Sandhill Nature Trail Disc Golf Course,Asheville,North Carolina,United States,28806,18,0,35.571971,-82.614729
SAS Institute,Cary,North Carolina,United States,27513,9,0,35.802102,-78.802719
Sasquatch Disc Golf Course,Roxboro,North Carolina,United States,27574,18,4,36.478361,-78.864911
Sawmills Veterans Park - Orange,Sawmills,North Carolina,United States,28630,9,0,35.831976,-81.420172
Sawmills Veterans Park - Original 18,Sawmills,North Carolina,United States,28630,18,4,35.831976,-81.420172
Scotland County Disc Golf Course,Laurinburg,North Carolina,United States,28352,18,1,34.767842,-79.451730
Shoals Disc Golf Course,Pinnacle,North Carolina,United States,27043,9,0,36.337246,-80.451911
Silver Layke at Rocky Mount Sports Complex,Rocky Mount,North Carolina,United States,27804,18,2,35.989146,-77.842675
Simple Pleasures Disc Golf Course,Burnsville,North Carolina,United States,28714,18,0,35.889455,-82.304119
Sloan Park Disc Golf Course,Mt. Ulla,North Carolina,United States,28125,18,0,35.659025,-80.698613
Smithfield Community Park,Smithfield,North Carolina,United States,27577,9,1,35.489638,-78.332894
South Mountain Christian Camp,Bostic,North Carolina,United States,28018,18,5,35.485727,-81.790396
South Piedmont Community College,Polkton,North Carolina,United States,28135,9,0,35.029760,-80.217276
Southeastern Baptist Theological Seminary,Wake Forest,North Carolina,United States,27587,9,4,35.986719,-78.554351
Southern Community,Chapel Hill,North Carolina,United States,27516,18,3.285715,35.906197,-79.154855
Springwood Players' Course,Burlington,North Carolina,United States,27215,19,3.5,36.027099,-79.491799
Squirrel Lake Park,Matthews,North Carolina,United States,28105,12,0,35.115566,-80.713926
Stokesdale Town Park,Stokesdale,North Carolina,United States,27357,9,4,36.266600,-79.970625
Stoney Creek Park,Goldsboro,North Carolina,United States,27530,18,0,35.381174,-78.062514
Stump Sound Disc Golf Course,Sneads Ferry,North Carolina,United States,28460,9,0,34.541298,-77.418235
Stumpy Creek,Mooresville,North Carolina,United States,28125,18,5,35.659025,-80.698613
Sugaw Creek Park,Charlotte,North Carolina,United States,28213,18,3,35.285986,-80.734388
Sun Valley Middle School,Indian Trail,North Carolina,United States,28079,4,0,35.114710,-80.600423
Sunrise United Methodist Church,Lewisville,North Carolina,United States,27023,9,0,36.089784,-80.456712
Sunset Park,Rocky Mount,North Carolina,United States,27804,18,0,35.989146,-77.842675
Surf City Disc Golf Course,Hampstead,North Carolina,United States,28443,9,4,34.445036,-77.675712
Swingin' D.B.'s: Rock 'n Roll Fairways,Moncure,North Carolina,United States,27559,18,0,35.628213,-79.102818
Swingin' D.B.'s: Swinging Course,Moncure,North Carolina,United States,27559,18,4,35.628213,-79.102818
T. Henry Wilson Athletic Park,Lenoir,North Carolina,United States,28645,3,0,35.978845,-81.547834
Tar River,Franklinton,North Carolina,United States,27525,18,0,36.136109,-78.458098
The Bear,Hickory,North Carolina,United States,28602,18,0,35.669886,-81.389208
The Bridges at Cornelius Road Park,Mooresville,North Carolina,United States,28115,18,0,35.585910,-80.772464
The Diavolo at New Hope Park,Cary,North Carolina,United States,27519,22,0,35.808578,-78.883326
The Horse Course,Indian Trail,North Carolina,United States,28079,18,0,35.114710,-80.600423
The Incinerator at Granville Athletic Park,Oxford,North Carolina,United States,27565,9,0,36.361651,-78.648952
The Meadow at West Meadowbrook Park,Greenville,North Carolina,United States,27834,18,4,35.657296,-77.379187
The Meadows,Asheville,North Carolina,United States,28806,9,3,35.571971,-82.614729
The Patriot Disc Golf Course at Triad Park,Kernersville,North Carolina,United States,27282,18,5,35.988957,-79.928282
The Rock at Stonewall,Germanton,North Carolina,United States,27019,18,5,36.286886,-80.237725
The Scrapyard at Idlewild Park,Matthews,North Carolina,United States,28105,18,4,35.115566,-80.713926
Tom Mantsch Disc Golf Course,Etowah,North Carolina,United States,28739,9,0,35.256111,-82.543709
Torma Town Disc Golf Course,Charlotte,North Carolina,United States,28214,18,0,35.275252,-80.968144
Tory Hole Park Disc Golf Course,Elizabethtown,North Carolina,United States,28337,9,0,34.657047,-78.561559
Trinity Disc Golf Course,Carolina Beach,North Carolina,United States,28428,9,0,34.046841,-77.909659
Troutman Park,Troutman,North Carolina,United States,28166,9,0,35.680343,-80.868179
UNC Asheville,Asheville,North Carolina,United States,28804,5,1.666665,35.648442,-82.563811
UNC Chapel Hill,Chapel Hill,North Carolina,United States,27514,20,3.333335,35.966740,-79.049419
UNC Pembroke,Pembroke,North Carolina,United States,28372,9,0,34.696872,-79.177620
Union Academy,Monroe,North Carolina,United States,28110,18,0,35.066044,-80.509089
Valley Springs Park,Durham,North Carolina,United States,27712,22,3.8,36.095476,-78.904083
Vietnam Veterans Park,Concord,North Carolina,United States,28025,9,0,35.382677,-80.523467
Village of Pinehurst Disc Golf Course,Pinehurst,North Carolina,United States,28374,18,4,35.197454,-79.462959
Waccamaw Park,Ash,North Carolina,United States,28420,9,3,34.073677,-78.483850
Wahoo's Adventures at New River Outpost,Todd,North Carolina,United States,28684,9,0,36.334824,-81.608201
Warlick Academy Disc Golf,Ranlo,North Carolina,United States,28054,9,0,35.262879,-81.149075
Washington High School,Washington,North Carolina,United States,27889,9,0,35.582322,-77.012337
Waxhaw Elementary School,Waxhaw,North Carolina,United States,28173,18,0,34.916155,-80.731415
Waynesville Disc Golf Course,Waynesville,North Carolina,United States,28786,18,3,35.462005,-82.989068
Wedgewood North Disc Golf Course,Charlotte,North Carolina,United States,28216,4,0,35.312103,-80.888711
Wellspring at Cedarock Park,Burlington,North Carolina,United States,27215,18,3.8,36.027099,-79.491799
Wendell Disc Golf Course,Wendell,North Carolina,United States,27591,18,0,35.784170,-78.388983
Wesleyan College Disc Golf Course,Rocky Mount,North Carolina,United States,27804,18,0,35.989146,-77.842675
Westwood Park,Mount Airy,North Carolina,United States,27030,9,3,36.489802,-80.629164
Whistle Hop Disc Golf Course,Fairview,North Carolina,United States,28730,6,0,35.517421,-82.378042
White Oak River Campground - Front Course,Maysville,North Carolina,United States,28555,18,3,34.863364,-77.221865
White Oak River Campground - Ripple Course,Maysville,North Carolina,United States,28555,18,0,34.863364,-77.221865
Wild Turkey Disc Golf Course,Hampstead,North Carolina,United States,28443,18,0,34.445036,-77.675712
Williams Day Camp,Wilson,North Carolina,United States,27893,9,0,35.688948,-77.896676
Wingate University,Wingate,North Carolina,United States,28174,18,0,34.969035,-80.439580
Wintersun - Long,Fairview,North Carolina,United States,28730,18,0,35.517421,-82.378042
Wintersun - Short,Fairview,North Carolina,United States,28730,11,0,35.517421,-82.378042
Yadkin County Park,Yadkinville,North Carolina,United States,27055,24,3.5,36.113864,-80.631592
Zebulon Community Park,Zebulon,North Carolina,United States,27597,18,3,35.841015,-78.302680
Bismarck State College,Bismarck,North Dakota,United States,58501,18,0,46.816035,-100.700296
Bope Park,Mott,North Dakota,United States,58646,9,0,46.392913,-102.287643
Carrington City Park,Carrington,North Dakota,United States,58421,12,0,47.440419,-99.076593
Cavalier City Park,Cavalier,North Dakota,United States,58220,9,0,48.796322,-97.719638
City Park,Center,North Dakota,United States,58530,9,0,47.127782,-101.142920
City Park Disc Golf Course,Valley City,North Dakota,United States,58072,9,0,46.925717,-98.006833
Cooperstown Bible Camp,Cooperstown,North Dakota,United States,58425,9,0,47.456370,-98.124700
Crystal Springs Disc Golf Course,Medina,North Dakota,United States,58467,18,0,46.884858,-99.330649
Eagle Creek Disc Golf,Enderlin,North Dakota,United States,58027,9,0,46.633000,-97.607916
Elephant Park,Fargo,North Dakota,United States,58102,4,0,46.927094,-96.834703
Ellery Park Disc Golf Course,Rugby,North Dakota,United States,58368,9,0,48.260871,-100.053220
Fairmount Park Disc Golf Course,Fairmount,North Dakota,United States,58030,9,0,46.030059,-96.670069
Fordville Dam,Fordville,North Dakota,United States,58231,9,0,48.202239,-97.829398
Forestry Park,Bottineau,North Dakota,United States,58318,9,0,48.858084,-100.397421
Fox Run Park,Fargo,North Dakota,United States,58104,4,0,46.793233,-96.839680
General Sibley Park,Bismarck,North Dakota,United States,58504,24,0,46.737571,-100.678406
Golden Eagle at Grand Forks AFB,Grand Forks Air Force Base,North Dakota,United States,58205,9,0,47.951474,-97.378991
Harvey Disc Golf Course,Harvey,North Dakota,United States,58341,9,0,47.782102,-99.844409
Hazen Bay Disc Golf,Hazen,North Dakota,United States,58545,9,0,47.357925,-101.591236
Iwen Park North Disc Golf Course,Fargo,North Dakota,United States,58104,18,0,46.793233,-96.839680
Iwen Park South Disc Golf Course,Fargo,North Dakota,United States,58104,9,0,46.793233,-96.839680
Jamestown Reservoir Disc Golf Course,Jamestown,North Dakota,United States,58401,24,5,46.884369,-98.766655
Jaycees Park,Dickinson,North Dakota,United States,58601,9,0,46.916872,-102.834258
Klaus Park,Jamestown,North Dakota,United States,58401,18,0,46.884369,-98.766655
Larimore Dam,Larimore,North Dakota,United States,58251,9,0,47.954294,-97.700238
Leistikow Memorial Park,Grafton,North Dakota,United States,58237,18,0,48.414207,-97.402876
Lincoln Drive - The Loop,Grand Forks,North Dakota,United States,58201,18,0,47.866638,-97.141144
Lincoln Drive Park - Original,Grand Forks,North Dakota,United States,58201,18,0,47.866638,-97.141144
Lions Hillside Park,Bismarck,North Dakota,United States,58501,9,0,46.816035,-100.700296
Mayville Disc Golf Course,Mayville,North Dakota,United States,58257,9,5,47.497296,-97.281830
Millenium Park,Lincoln,North Dakota,United States,58504,9,0,46.737571,-100.678406
Milwaukee Mini Park Disc Golf Course,Fargo,North Dakota,United States,58104,7,0,46.793233,-96.839680
Minot Air Force Base,Minot,North Dakota,United States,58705,9,0,48.422342,-101.333910
MSU Disc Golf Course,Minot,North Dakota,United States,58701,9,0,48.144826,-101.326016
Napoleon Park Disc Golf Course,Napoleon,North Dakota,United States,58561,9,0,46.487150,-99.682891
No Man's Land,Burlington,North Dakota,United States,58722,9,0,48.238173,-101.501497
Northern Dakota Railway,Gardar,North Dakota,United States,58227,9,0,48.549096,-97.892709
Oak Grove Park,Fargo,North Dakota,United States,58102,18,3,46.927094,-96.834703
Oakes Disc Golf Course,Oakes,North Dakota,United States,58474,9,0,46.100294,-98.127097
Optimist Disc Golf Course at Memorial Park,Dickinson,North Dakota,United States,58601,12,0,46.916872,-102.834258
Osgood Park,Fargo,North Dakota,United States,58104,6,0,46.793233,-96.839680
Oster Park Disc Golf Course,Ellendale,North Dakota,United States,58436,9,0,46.089591,-98.581639
Patterson Lake Disc Golf Course,Dickinson,North Dakota,United States,58601,18,4,46.916872,-102.834258
Polaris Park,Minot,North Dakota,United States,58703,9,0,48.334073,-101.306666
Ray Richards Golf Course,Grand Forks,North Dakota,United States,58202,18,0,47.920759,-97.072208
Rendevous Park - North 9,West Fargo,North Dakota,United States,58078,9,0,46.862500,-96.924088
Rendevous Park - South 9,West Fargo,North Dakota,United States,58078,9,0,46.862500,-96.924088
Riverside Park,Grand Forks,North Dakota,United States,58201,9,0,47.866638,-97.141144
Riverside Park Disc Golf Course,Beulah,North Dakota,United States,58523,12,0,47.257297,-101.779816
Ruger Park,Devils Lake,North Dakota,United States,58301,9,0,48.141947,-98.871697
Seeman Park Disc Golf Course,Linton,North Dakota,United States,58552,9,0,46.244129,-100.287175
Sportsman Park - Belfield Pond,Belfield,North Dakota,United States,58622,12,0,46.894005,-103.263285
Stonebridge #2 Park,Fargo,North Dakota,United States,58104,4,0,46.793233,-96.839680
Sunset Park Disc Golf Course,Mandan,North Dakota,United States,58554,18,2,46.742723,-100.935300
Tioga Park,Tioga,North Dakota,United States,58852,9,0,48.364287,-102.946753
Trollwood Park,Fargo,North Dakota,United States,58102,18,4,46.927094,-96.834703
United Tribes Technical College,Bismarck,North Dakota,United States,58504,9,0,46.737571,-100.678406
Wade Davidsen Disc Golf Course at Sundheim Park,Fairview,North Dakota,United States,59221,9,3,47.934085,-104.188313
Wahpeton Disc Golf Course,Wahpeton,North Dakota,United States,58075,9,0,46.275536,-96.730394
Watford City Tourist Park,Watford City,North Dakota,United States,58854,9,0,47.828372,-103.153255
Wilderness Park,Garrison,North Dakota,United States,58540,9,0,47.628881,-101.727334
Woodland Park,Hillsboro,North Dakota,United States,58045,9,0,47.388882,-97.016318
Adams Lake Disc Golf Course,West Union,Ohio,United States,45693,9,0,38.807103,-83.540290
Amelia,Amelia,Ohio,United States,45102,9,1,39.017190,-84.204345
Arboretum-Spiker Park,Canton,Ohio,United States,44708,27,3.666665,40.817882,-81.435881
Area 51,Obetz,Ohio,United States,43207,18,4,39.895590,-82.964068
Arethusa Springs Disc Golf Course,New Lexington,Ohio,United States,43764,18,0,39.713330,-82.180619
Armco Park,Lebanon,Ohio,United States,45036,18,3,39.444049,-84.214131
Ashland High School,Ashland,Ohio,United States,44805,9,0,40.872668,-82.317033
Aumiller Park Disc Golf Course,Bucyrus,Ohio,United States,44820,18,2.5,40.817184,-82.974036
Austintown Township Park,Austintown,Ohio,United States,44406,18,0,41.010880,-80.770396
Bacon Woods Disc Golf Course,Vermillion,Ohio,United States,44089,9,0,41.392084,-82.377455
Baldwin Wallace College Disc Golf Course,Berea,Ohio,United States,44017,16,2.5,41.370548,-81.861757
Balgriffen Park,Dublin,Ohio,United States,43017,9,2.333335,40.110681,-83.129038
Battle Creek Disc Golf Course at Prospect Park,Prospect,Ohio,United States,43342,9,0,40.471236,-83.183980
Beatty Park Disc Golf Course,Steubenville,Ohio,United States,43952,18,3.5,40.409046,-80.665259
Bellbrook Middle School,Bellbrook,Ohio,United States,45305,9,1,39.632188,-84.078557
Belmont Park,Dayton,Ohio,United States,45420,18,3.333335,39.718818,-84.129169
Bicentennial Park Disc Golf Course,Minerva,Ohio,United States,44657,9,3,40.740959,-81.092975
Big Buckeye at Broughton,Marietta,Ohio,United States,45750,18,5,39.429949,-81.422175
Birdie Hill Disc Golf Course,Cortland,Ohio,United States,44410,10,0,41.346332,-80.727790
Black Bear Disc Golf at Shawnee State Park,West Portsmouth,Ohio,United States,45663,18,2,38.738787,-83.088782
Black River Disc Golf Course,Sullivan,Ohio,United States,44880,9,0,41.034597,-82.220133
Blendon Woods Disc Golf Course,Westerville,Ohio,United States,43081,18,3.5,40.110443,-82.890646
Boardman Park Disc Golf Course,Boardman,Ohio,United States,44512,18,0,41.025661,-80.668279
Boettler Park,Green,Ohio,United States,44720,9,1,40.903454,-81.433282
Bremenfest Park,New Bremen,Ohio,United States,45869,9,2,40.457931,-84.403870
Brent Hambrick Memorial Disc Golf Course at Hoover Dam,Columbus,Ohio,United States,43081,27,4.25,40.110443,-82.890646
Brentwood Park,Northwood,Ohio,United States,43619,9,1,41.603711,-83.470490
Bristol Park,Waverly,Ohio,United States,45690,9,0,39.136727,-83.007782
Broda Disc Golf Course at Veterans Memorial Park,Parma,Ohio,United States,44134,18,3.666665,41.380488,-81.700988
Buck Creek State Park,Springfield,Ohio,United States,45502,18,2.25,39.860825,-83.752812
Buckeye Central Disc Golf Course,New Washington,Ohio,United States,44854,9,0,40.943647,-82.867843
Burnet Woods (Univ. of Cincinnati),Cincinnati,Ohio,United States,45220,9,0,39.148783,-84.520309
Burr Oak State Park,Glouster,Ohio,United States,45732,18,2,39.515733,-82.068357
Cabin Creek,Hamilton,Ohio,United States,45013,18,3.333335,39.413632,-84.652679
Caesars Ford Park - Campground,Xenia,Ohio,United States,45385,9,0,39.669076,-83.913955
Caesars Ford Park - Championship,Xenia,Ohio,United States,45385,18,0,39.669076,-83.913955
Cahoon Creek Disc Golf,Bay Village,Ohio,United States,43140,9,4,39.880110,-83.428572
Camp Carl Disc Golf Course,Ravenna,Ohio,United States,44266,18,0,41.166250,-81.208228
Carter Park,Bowling Green,Ohio,United States,43402,18,1.666665,41.418411,-83.656651
Cedarville University,Cedarville,Ohio,United States,45314,18,3,39.750080,-83.776250
Centennial Park,Tontogany,Ohio,United States,43402,9,0,41.418411,-83.656651
Centerville Mills Park,Aurora,Ohio,United States,44023,9,0,41.384751,-81.285759
Charles Mill Lake Park,Mansfield,Ohio,United States,44903,9,0,40.776344,-82.527634
Clarence Darrow Park (Young's Run),Warren,Ohio,United States,44483,18,5,41.263566,-80.816754
Clark State Community College,Springfield,Ohio,United States,45505,9,0,39.902038,-83.757349
Clear Fork Reservoir Disc Golf Course,Mansfield,Ohio,United States,44901,18,4,40.791707,-82.509404
Clinton County Youth Council Disc Golf,Wilmington,Ohio,United States,45177,9,0,39.460731,-83.844295
Community Park,Whitehall,Ohio,United States,43213,9,2.5,39.966870,-82.862134
Community Park Disc Golf Course,Troy,Ohio,United States,45373,9,3,40.032528,-84.194575
Cornerstone Disc Golf Course,Duncan Falls,Ohio,United States,43734,18,0,39.884547,-81.891027
Country Stage Disc Golf Course,Nova,Ohio,United States,44859,9,0,41.021963,-82.330724
Countryside YMCA,Lebanon,Ohio,United States,45036,9,0,39.444049,-84.214131
Cuyahoga Community College - West,Parma,Ohio,United States,44130,18,2.333335,41.376642,-81.787317
Cuyahoga County Airport Disc Golf Course,Richmond Heights,Ohio,United States,44143,9,0,41.553498,-81.477014
Dave Simpson Memorial Disc Golf Course,Rittman,Ohio,United States,44270,9,0,40.960943,-81.774537
Deer Run,Millersburg,Ohio,United States,44654,9,0,40.537937,-81.870867
Defiance College Disc Golf Course,Defiance,Ohio,United States,43512,9,0,41.303378,-84.358279
Defiance Reservoir Disc Golf Course,Defiance,Ohio,United States,43512,9,3,41.303378,-84.358279
Deis Hill Park,Dover,Ohio,United States,44622,18,4.666665,40.546033,-81.482958
Disctractions Disc Golf at Hueston Woods Lodge,College Corner,Ohio,United States,45003,18,2.333335,39.586583,-84.786470
Dorr Street Elementary,Toledo,Ohio,United States,43617,9,0,41.664632,-83.728269
Duke Foundation Disc Golf Course at Edison,Piqua,Ohio,United States,45356,18,4,40.162840,-84.228210
Dunham Recreation Center,Cincinatti,Ohio,United States,45238,18,3.5,39.107658,-84.610282
Eagle Ridge Disc Golf at Patricia Allyn Park,Springboro,Ohio,United States,45066,9,2,39.551158,-84.224353
Eagles Nest Disc Golf Course,Lancaster,Ohio,United States,43130,18,3,39.696463,-82.614717
Earl Thomas Conley Riverside Park,West Portsmouth,Ohio,United States,45663,9,0,38.738787,-83.088782
East Harbor State Park Disc Golf Course,Lakeside-Marblehead,Ohio,United States,43440,18,5,41.526239,-82.776776
East Side Disc Golf Course,Blacklick,Ohio,United States,43004,9,0,40.017344,-82.798786
Embshoff Woods,Cincinnati,Ohio,United States,45238,9,0,39.107658,-84.610282
Englewood Metro Park Disc Golf Course,Vandalia,Ohio,United States,45377,18,3,39.896083,-84.224285
Evans Park,Hebron,Ohio,United States,43025,9,0,39.970889,-82.517382
Fairfield Township Disc Golf Course,Hamilton,Ohio,United States,45011,9,1,39.426562,-84.497608
Faith Lutheran Disc Golf Course,Mentor,Ohio,United States,44060,9,0,41.676530,-81.328167
Findley State Park Disc Golf Course,Wellington,Ohio,United States,44090,18,3.333335,41.167515,-82.228683
Firestine Park,Findlay,Ohio,United States,45840,9,2,41.025371,-83.651983
First Baptist Church,New Philadelphia,Ohio,United States,44663,10,0,40.459991,-81.452391
Five Oaks Park,Dayton,Ohio,United States,45405,5,0,39.792160,-84.216028
Flat Rocks Disc Golf Course,Lancaster,Ohio,United States,43130,18,3.666665,39.696463,-82.614717
Flory Park,Newark,Ohio,United States,43055,9,0,40.119897,-82.377784
Flying Eagles Disc Golf Course,Circleville,Ohio,United States,43113,9,0,39.586593,-82.962246
Forked Run State Park,Reedsville,Ohio,United States,45772,24,4,39.148706,-81.819169
Fort Cheshire Disc Golf at Alum Creek State Park,Delaware,Ohio,United States,43015,6,0,40.297786,-83.060181
Four Seasons Park,Kalida,Ohio,United States,45853,9,0,40.985266,-84.198500
Freedlander Park,Wooster,Ohio,United States,44691,18,2,40.805744,-81.982470
Friends of Punderson State Park Disc Golf Course,Newbury,Ohio,United States,44065,18,5,41.475924,-81.221612
Gardner Park,Lockland,Ohio,United States,45215,9,0,39.235279,-84.461948
Gauche Park,Owensville,Ohio,United States,45160,9,0,39.122876,-84.136621
George Knox Park,Middlefield,Ohio,United States,44062,9,0,41.451820,-81.036703
Glacier Ridge Metro Park,Plain City,Ohio,United States,43064,18,3.166665,40.098393,-83.283538
Glenross Community Center,Delaware,Ohio,United States,43015,9,0,40.297786,-83.060181
Glooscap Trail,Heath,Ohio,United States,43056,22,0,40.008493,-82.340989
Gordon Holton Memorial Disc Golf Course at Delaware State Park,Delaware,Ohio,United States,43015,27,3.8,40.297786,-83.060181
Grace Bible Disc Golf Course,Millersburg,Ohio,United States,44654,9,0,40.537937,-81.870867
Grand Miami Disc Golf Course,St. Marys,Ohio,United States,45885,19,5,40.569863,-84.390644
Great Blue Heron,Norwalk,Ohio,United States,44857,24,5,41.216499,-82.577642
Great Seal State Park,Chillicothe,Ohio,United States,45601,18,3.75,39.312060,-82.957071
Greeneview High School,Jamestown,Ohio,United States,45335,9,0,39.639799,-83.741205
Griggs Reservoir Park,Columbus,Ohio,United States,43221,18,2.833335,40.023112,-83.076127
Grove City Community DGC,Grove City,Ohio,United States,43123,18,2,39.866719,-83.115570
Gulley Park,Clarksville,Ohio,United States,45113,18,3.5,39.396971,-83.985801
Handyman Ace Hardware Disc Golf Course,Fairborn,Ohio,United States,45324,18,4,39.819023,-83.990794
Happy Hills Campground,Nelsonville,Ohio,United States,45764,6,0,39.442495,-82.231417
Harmon Park,Lebanon,Ohio,United States,45036,9,0,39.444049,-84.214131
Harrison Lake State Park,Fayette,Ohio,United States,43521,9,0,41.660489,-84.297994
Hazy Shade Disc Golf Course at Snyder Park,Springfield,Ohio,United States,45504,18,3,39.946844,-83.867277
Helke Park Disc Golf Course,Vandalia,Ohio,United States,45377,9,2,39.896083,-84.224285
Herbert C. Huber Park,Huber Heights,Ohio,United States,45424,9,3,39.843141,-84.109630
Heritage Park,Cincinnati,Ohio,United States,45252,18,3,39.270192,-84.628137
Hippo Ridge Disc Golf Course,Stewart,Ohio,United States,45778,18,4.333335,39.353532,-81.893066
Hiram College Disc Golf Course,Hiram,Ohio,United States,44234,9,0,41.325804,-81.152245
Hocking College Disc Golf Course,Nelsonville,Ohio,United States,45764,18,3,39.442495,-82.231417
