ID,Name, Number of holes, Latitude, Longitude
2002,Lefleurs Bluff State Park,18,32.33,-90.15
2003,Leflore Horseman Training Ground,18,34.95,-94.64
2004,Legacy Park Disc Golf Course,18,34.05,-84.63
2005,Legacy Park,18,38.94,-94.31
2006,The Legend at Sleepy Hollow State Park,18,42.93,-84.41
2007,Legion Park Disc Golf Course,18,47.25,-93.54
2008,Legion Park,19,42.03,-91.61
2009,Lehigh Valley Sportsfest Disc Golf Course,18,40.59,-75.51
2010,Leigh Farm Park,18,35.92,-78.98
2011,Leila Arboretum,18,42.34,-85.21
2012,Leinenkugel's Disc Golf Course at Casper Park,18,44.92,-91.41
2013,Leistikow Park Disc Golf Course,18,48.42,-97.42
2014,Lemon Lake County Park - Blue,18,41.38,-87.41
2015,Lemon Lake County Park - Gold,18,41.38,-87.41
2016,Lemon Lake County Park - Red,18,41.38,-87.41
2017,Lemon Lake County Park - Silver,18,41.38,-87.41
2018,Lemon Lake County Park - White,18,41.38,-87.41
2019,Lemuria Disc Golf,18,41.59,-122.40
2020,Lenni Lenape Park,18,40.37,-76.38
2021,Lenora Park,18,33.79,-84.00
2022,Leonard L. Woods Park,18,33.05,-97.04
2023,Leonard Park,18,41.20,-73.72
2024,Leprechaun Hollows,18,42.87,-86.19
2025,Leroy Percy State Park,18,33.16,-90.94
2026,Lester Lorch Park - Beaver Disc Golf Course,18,32.56,-96.99
2027,Lester Lorch Park - Coyote Disc Golf Course,18,32.56,-96.99
2028,Levelland City Park,21,33.59,-102.40
2029,Leviathan,24,43.97,-86.42
2030,Lewis Club Park,18,41.68,-93.23
2031,Lewis Young Park Disc Golf Course,18,38.64,-94.69
2032,Lewisburg Disc Golf Course,18,35.44,-86.78
2033,Lewiston Disc Golf Club at Buttles Park,18,44.89,-84.31
2034,Liberty Park Disc Golf Course,18,47.65,-117.39
2035,Liberty Pines Disc Golf Course,18,39.02,-105.08
2036,Liberty University Disc Golf - Camp Hydaway,20,37.33,-79.15
2037,Liberty University Disc Golf - East,20,37.34,-79.18
2038,Lighthouse Disc Golf Course at Como Lake,18,42.89,-78.66
2039,Lime Bluff Recreation Area,18,41.23,-76.75
2040,Lincoln Disc Golf Course,18,39.04,-98.14
2041,Lincoln Drive - The Loop,21,47.91,-97.02
2042,Lincoln Drive Park - Original,18,47.91,-97.02
2043,Lincoln Homestead State Park,18,37.76,-85.21
2044,Lincoln Lake,18,43.24,-85.35
2045,Lincoln Park,24,42.55,-84.84
2046,Lincoln Park,18,48.11,-123.48
2047,Lincoln Park,18,42.57,-87.84
2048,Lincoln Park,18,49.00,-122.73
2049,Lincoln Park - North,18,39.83,-89.65
2050,Lincoln Park - South,18,39.83,-89.65
2051,Lincoln Ridge/Banklick Woods Park,24,38.97,-84.56
2052,Linda Vista Disc Golf Course,18,46.82,-114.06
2053,Linden Disc Golf Course,18,33.01,-94.35
2054,Lindsey Park - Blue Hickory,18,32.31,-95.38
2055,Lindsey Park - Gold Dogwood,18,32.31,-95.37
2056,Lindsey Park - Red Cedar,18,32.31,-95.38
2057,Linear Park,18,37.66,-97.57
2058,Linesville Park,18,41.06,-75.77
2059,Lighthouse Disc Golf Course at Lake Cunningham,18,41.34,-96.05
2060,The Links of Springfield,18,44.24,-94.98
2061,The Links at Wheeler Park,18,41.89,-88.30
2062,Lionel E. Forti Park Disc Golf Course,18,31.76,-106.36
2063,Lions Club Disc Golf Course,18,37.93,-91.78
2064,Lions Club Park,24,40.17,-85.49
2065,Lion's Den Disc Golf Course,18,38.98,-105.36
2066,Lions Den,18,34.04,-78.86
2067,Lion's Park,21,31.06,-97.40
2068,Lions Park I,18,44.78,-93.54
2069,Lions Wilderness Disc Golf Course,29,36.79,-108.12
2070,Lippold Park,18,42.24,-88.36
2071,Little America Disc Golf Course,18,41.12,-104.86
2072,Little America Long,18,35.19,-111.62
2073,Little Creek Park,18,38.34,-81.73
2074,Little Egypt Disc Golf at John Burge Park,18,30.38,-95.52
2075,Little Lehigh Parkway,18,40.58,-75.48
2076,Little Mulberry Park,18,34.05,-83.89
2077,Litz Park,18,37.39,-89.65
2078,Live Oak City Park - South,18,29.54,-98.33
2079,Live Oak Gold,18,27.86,-97.22
2080,Live Oak City Park - Hillside,19,29.55,-98.33
2081,Live Oak Landing,18,30.96,-87.87
2082,Live Oak Park,18,33.85,-80.37
2083,Live Oak Red,18,27.85,-97.21
2084,Living Memorial Park,18,42.85,-72.59
2085,Living Waters Disc Golf Course at New Creations,18,39.84,-84.81
2086,Livingston Country Club,18,45.66,-110.55
2087,Lizard Peak Disc Golf - Main Course,27,39.61,-119.79
2088,L.L. Stub Stewart State Park - Main,18,45.74,-123.20
2089,LLC Disc Golf Course,18,43.40,-95.13
2090,Lobdell Reserve Disc Golf Course,18,40.10,-82.60
2091,Locklear Park at Naval Weapons Station,18,32.97,-79.99
2092,Locks Approach Disc Golf Course,18,45.68,-121.85
2093,The Lodge Disc Golf Course,18,41.43,-85.72
2094,Log Cabin Course,18,34.30,-85.19
2095,Log Lake Park,18,44.75,-85.15
2096,Logan High School,18,39.52,-82.38
2097,Logan University Disc Golf Course,18,38.63,-90.54
2098,Long Glade - Blue,18,44.24,-119.11
2099,Long Glade - Yellow,18,44.24,-119.11
2100,Long Trout Winery,18,40.61,-76.07
2101,Longley Park,18,40.03,-86.46
2102,Longview Disc Golf Course,18,39.19,-95.44
2103,Longview Park,18,41.49,-90.58
2104,Longwood University Disc Golf Course,18,37.29,-78.38
2105,Loon Peak Disc Golf,18,44.06,-71.63
2106,Loretto Disc Golf Park,18,35.07,-87.46
2107,Loriella Park,18,38.25,-77.54
2108,Lost Indian Spring Disc Golf Course,18,34.77,-90.12
2109,Lost Lake Disc Golf Course,18,39.20,-120.98
2110,Lost River State Park,18,38.90,-78.92
2111,Lost Woods Disc Golf Course,18,36.56,-92.64
2112,Lost Woods at Pooler Recreation Complex,18,32.13,-81.26
2113,Loudon Municipal Park,18,35.73,-84.38
2114,Louisiana Healthcare Connections DiscGolfPark,18,30.51,-91.15
2115,Lovers Lane Park,18,36.97,-86.40
2116,Lovington Disc Golf Course,18,32.94,-103.34
2117,Low Gap Park,18,39.16,-123.23
2118,Lowcountry Disc Golf Course,20,32.68,-80.03
2119,Lower Cato Falls Disc Golf Course,18,44.09,-87.84
2120,Limestone Ledges Disc Golf Complex - Lower Forest,18,38.94,-78.45
2121,Loxley Municipal Disc Golf Course,18,30.63,-87.76
2122,LTC Cleveland,18,43.92,-87.76
2123,Lubbock Christian University,18,33.57,-101.94
2124,Lucas Pond Disc Golf Course,18,33.12,-91.97
2125,Lucky 8,18,38.32,-82.45
2126,Lucky Mud Disc Golf Course - Raven,21,46.30,-123.35
2127,Lucy Park,18,33.92,-98.52
2128,Lumberjack Meadows Disc Golf Course,18,45.08,-83.44
2129,Lumberton Disc Golf Course,18,30.23,-94.23
2130,Lums Pond State Park,18,39.56,-75.71
2131,Lustig Park,18,42.67,-89.04
2132,Luther Britt Park,18,34.63,-79.03
2133,Lydgate Disc Golf Course,18,22.04,-159.34
2134,Lydle Gulch - Blue,20,43.52,-116.06
2135,Lydle Gulch - Gold,20,43.52,-116.06
2136,Lyndon State College Disc Golf,18,44.54,-72.02
2137,Lynn-Hunkler Memorial Park DGC,18,40.07,-81.06
2138,Lynwood Forrest,18,37.50,-75.83
2139,The Lynx Disc Golf Course,18,31.59,-89.20
2140,The Lyon's Den,18,42.52,-83.63
2141,Lyons High School,18,38.33,-98.20
2142,The LZ Disc Golf Course,18,31.35,-85.87
2143,Paw Paw Park,18,42.80,-86.05
2144,MacGregor Park,21,29.71,-95.34
2145,MacIntyre Park Disc Golf Course - Recreational 18,18,30.85,-83.97
2146,Mackenzie Park - Big Mack Disc Golf Course,18,33.59,-101.83
2147,Mackenzie Park - Original,18,33.59,-101.83
2148,MacKenzie State Park,18,19.44,-154.86
2149,Macon Early College Disc Golf Course (Old Siler Farm),18,35.16,-83.38
2150,Maconaquah Park,18,40.74,-86.06
2151,Mad Mountain Adventure Disc Golf,18,44.09,-69.91
2152,Madeline Bertrand County Park,18,41.76,-86.27
2153,Madison Meadow Park,19,41.87,-88.00
2154,Madison Park,18,43.10,-88.03
2155,Madisonville City Park Disc Golf Course,18,37.32,-87.48
2156,Madman's Disc Golf Course,18,45.09,-90.50
2157,Mae Simmons Park Disc Golf,18,33.58,-101.83
2158,Magic Mountain National Disc Golf Course,18,43.20,-72.77
2159,Magic Mountain Disc Golf Course,18,42.19,-114.28
2160,Magnolia Links,18,33.63,-86.87
2161,Magnolia Park,18,30.14,-91.82
2162,Magnolia's First Disc Golf Course,18,30.21,-95.75
2163,Mahr Park Championship Course,18,37.35,-87.51
2164,Mahr's Meadow DGP,18,44.96,-90.95
2165,Maiden Shade,21,44.23,-93.46
2166,Majestic Enchantment Disc Golf Course,18,36.75,-107.77
2167,Makoshika State Park Recreational Course,18,47.08,-104.70
2168,Makoshika State Park - Upper,18,47.09,-104.71
2169,Malabar Disc Golf,18,28.00,-80.58
2170,Malad City,18,42.18,-112.25
2171,Mallard Park Disc Golf Course,18,43.59,-116.69
2172,Veterans Golfplex,18,35.08,-89.99
2173,Manchester Beach KOA,18,38.98,-123.69
2174,Maple Grove Disc Golf Park,18,44.33,-85.21
2175,Maple Hill,18,42.28,-71.90
2176,Maple Ridge Disc Golf,18,46.58,-67.92
2177,The Maples at Okemo,18,43.42,-72.71
2178,Maranatha Bible Camp,18,37.28,-93.73
2179,Margreth Riemer Reservoir,18,42.11,-88.06
2180,Mahr Park Recreational Course,18,37.35,-87.51
2181,Maricopa Meadows,27,33.05,-112.06
2182,Marilla Park Disc Golf,18,41.15,-88.82
2183,Fort Gordon Marine/Navy Disc Golf Course,20,33.42,-82.13
2184,Marinette City Park,18,45.09,-87.64
2185,Marion County Lake Disc Golf Course,18,38.31,-96.99
2186,Marion Disc Golf Course,18,37.35,-88.06
2187,Marion Township Disc Golf Course,18,42.54,-83.97
2188,Mark of the Devil Disc Golf Course,20,38.38,-107.39
2189,Markham Park,18,26.13,-80.35
2190,Marlette Golf Course,18,43.34,-83.08
2191,Marquette Park Disc Golf Course,18,41.62,-87.25
2192,Mars Hill College Disc Golf Course,18,35.83,-82.55
2193,Marshall Middle School,18,43.16,-89.07
2194,Martin Family Disc Golf Course,18,35.94,-80.27
2195,Marvel Universe,18,43.91,-84.01
2196,Mary Beth Doyle Park,18,42.24,-83.72
2197,Mary Jane Thurston State Park,18,41.41,-83.88
2198,Mary Rutan Disc Golf Course,18,40.37,-83.75
2199,Marysville Disc Golf Course,18,40.25,-83.39
2200,Mason County Park - Beast,24,43.90,-86.44
2201,Mason County Park - Beauty,24,43.90,-86.44
2202,Mason County Park - Goliath,24,43.90,-86.44
2203,Massacre Rocks State Park - Long,18,42.79,-112.85
2204,Limestone Ledges Disc Golf Complex - Massanutten Monster,18,38.94,-78.45
2205,Mastin Lake,18,34.77,-86.64
2206,Mastodon Disc Golf Course at Purdue,18,41.12,-85.12
2207,Matchett Park,18,39.09,-108.52
2208,John Reid Memorial Disc Golf Course,18,33.82,-83.70
2209,Matney Park,18,39.36,-104.80
2210,Matter Park Disc Golf,24,40.58,-85.66
2211,Max E. Roper Interstate Park - East,18,40.85,-96.71
2212,Max E. Roper Interstate Park - West,18,40.85,-96.72
2213,Max Starcke Disc Golf Course,18,29.56,-97.97
2214,Maxwell Park Disc Golf Course,18,40.52,-89.02
2215,May Dennis,18,37.65,-98.75
2216,Mayflower Hills Disc Golf Course,18,37.24,-79.87
2217,Mayhew Creek Park Disc Golf Course,18,45.61,-94.13
2218,Mayo Clinic Health System Disc Golf Course,18,44.87,-91.90
2219,Mayor's Park Disc Golf at McAlinden Park,18,39.65,-119.88
2220,Mays Mill,18,37.38,-79.32
2221,Maytag Park,18,41.69,-93.05
2222,Glenville Lakes in Mazarick Park,18,35.07,-78.90
2223,Glenville Pines in Mazarick Park,18,35.07,-78.91
2224,McCarty Ranch Preserve Disc Golf Course,18,27.25,-80.52
2225,McCauley Park,18,37.05,-93.28
2226,McClelland Park,27,37.04,-94.54
2227,McClure Park,18,36.15,-95.89
2228,McCord Park,18,33.17,-96.89
2229,McCormick Park,18,45.85,-122.82
2230,McCulloch Disc Golf Course,18,40.21,-85.39
2231,McCurdy Park,18,42.99,-84.12
2232,McCurry Park,18,33.46,-84.42
2233,McDade Park,18,30.32,-95.51
2234,McFarland Park Disc Golf,18,34.79,-87.68
2235,McGraft Park,18,43.21,-86.28
2236,Magrath Sports Complex,18,44.06,-75.78
2237,McHose Park,18,42.04,-93.89
2238,McKenzie City Park Disc Golf Course,18,36.15,-88.51
2239,McKinley Park,18,40.28,-100.16
2240,McKinley Park,18,41.06,-94.38
2241,McLouth Park,18,42.14,-83.20
2242,McNaughton Park,18,40.59,-89.60
2243,McPherson Park,18,35.21,-111.64
2244,McWilliams Park,18,34.08,-82.83
2245,Meade Olin Park,27,38.00,-86.16
2246,Meadow Lake Park,18,35.90,-85.09
2247,Meadow-Vale Campsites Disc Golf,18,42.61,-75.12
2248,Meadowbrook Disc Golf Course,18,37.98,-84.51
2249,Meadowbrook Disc Golf Course,18,41.13,-83.28
2250,Meadowbrook Orchards,18,42.42,-71.72
2251,Meadowlake Disc Golf Course,18,36.38,-97.89
2252,The Meadows Disc Golf Park,18,41.59,-87.79
2253,Meathouse Fork Disc Golf Course,18,39.27,-80.73
2254,Calhoon M.E.B.A. Engineering School Course,18,38.77,-76.15
2255,Meeks Park,18,34.87,-83.97
2256,Meeman-Shelby State Park,36,35.32,-90.05
2257,Megiddo Disc Golf Course,18,40.64,-89.48
2258,Meier Lake Resort Disc Golf Course,18,61.65,-149.31
2259,Mekusukey DGC,18,35.19,-96.70
2260,Mellomar Golf Park,18,38.65,-76.68
2261,Melvern Lake at Eisenhower State Park,18,38.63,-95.75
2262,Memorial Hills Disc Golf,18,40.88,-85.51
2263,Memorial Park,18,43.33,-83.73
2264,Memorial Park,19,41.04,-92.40
2265,Memorial Park,18,38.89,-98.84
2266,Memorial Park,18,44.37,-98.19
2267,Memorial Park,18,40.09,-80.88
2268,Memorial Park,18,35.97,-96.77
2268,Memorial Park,18,45.30,-122.76
2269,Memory Lake,18,31.82,-99.44
2270,Mena Lions Club Disc Golf Course,18,34.57,-94.25
2271,Mendocino College Disc Golf Course,27,39.19,-123.23
2272,Mendocino High School,18,39.31,-123.80
2273,Mercer County Park,18,40.26,-74.65
2274,Mercer/Grove City KOA,18,41.18,-80.19
2275,Meridian Naval Air Station,18,32.55,-88.60
2276,Mesker Park,18,38.00,-87.60
2277,Mesker Woods,18,38.00,-87.61
2278,Messiah College Disc Golf Course,18,40.16,-76.98
2279,MetCenter Disc Golf Course,18,30.20,-97.71
2280,Metzler County Park,9,45.23,-122.37
2281,Meyer Broadway North,18,41.94,-85.68
2282,Meyer Broadway Original,18,41.93,-85.67
2283,Miami University Hamilton,18,39.38,-84.56
2284,Miami University Oxford,18,39.51,-84.73
2285,Michael Faklis Park,18,38.05,-121.38
2286,Micke Grove Park,18,38.08,-121.27
2287,Mid-South Community College,18,35.15,-90.22
2288,Midd-West Disc Golf Course,18,40.79,-77.04
2289,Middle Concho Disc Golf Course,18,31.38,-100.52
2290,Middle Creek High School,18,35.67,-78.76
2291,Middle Park Disc Golf Course,18,41.54,-90.50
2292,Middletown Park,18,39.45,-77.53
2293,Mike Miller County Park Disc Golf Course,18,36.94,-88.35
2294,Mike Woods Park,18,32.48,-93.66
2295,Milan Disc Golf Course,18,35.92,-88.73
2296,Milby Park Disc Golf Course,21,29.70,-95.27
2297,Mill Brook Disc Golf Course,18,39.56,-76.24
2298,Mill Creek Metroparks Farm - Forest,18,41.01,-80.76
2299,Mill Creek,18,43.05,-82.71
2300,Mill Ridge Park,18,36.02,-86.62
2301,Miller Park,18,43.18,-95.67
2302,Miller Park - Lake Nyanza,18,41.73,-92.72
2303,Milligan Park Disc Golf Course,22,40.03,-86.89
2304,Millikin Mile,18,39.41,-84.59
2305,Millpond County Park,18,37.38,-118.49
2306,The Mills Experience,24,41.19,-85.47
2307,MIllstone Plantation,18,30.56,-84.23
2308,Millstream Park,18,45.57,-94.33
2309,Millwood Creek Disc Golf Course,18,41.40,-71.99
2310,Mine Kill Park,18,42.43,-74.46
2311,The Preserve at Mineola Nature Preserve,18,32.64,-95.46
2312,Mineral Area College Disc Golf Course,18,37.84,-90.48
2313,Miner's Point Disc Golf Course,18,40.80,-123.06
2314,Mini Disc Golf Course at Mushroom Manor,18,40.03,-76.35
2315,Miniwaukan Park,18,42.86,-88.32
2316,Mint Ridge,18,36.36,-81.27
2317,Missile Ridge Disc Golf Course,18,41.38,-87.44
2318,Mission Bay Golf Course,18,32.80,-117.22
2319,Mississinewa State Park,24,40.70,-85.95
2320,Mississippi Park Disc Golf Course,18,41.54,-90.42
2321,Mississippi River Park,18,45.72,-94.23
2322,Mississippi State Combined Disc Golf Course,19,33.36,-89.34
2323,Missouri Western,18,39.76,-94.79
2324,Moccasin Bend Disc Golf at Roosevelt State Park,18,32.32,-89.67
2325,Moccasin Creek Disc Golf Course,26,29.77,-81.45
2326,Moccasin Creek at The Lodge,18,36.59,-96.31
2327,Papago Disc Golf Course at Moeur Park,18,33.44,-111.94
2328,Mohawk Disc Golf Course at Cachuma Lake,18,34.57,-119.95
2329,Mohegan Park Disc Golf,36,41.55,-72.07
2330,Mohonk Mountain House,18,41.78,-74.13
2331,Mojave Greens,18,34.92,-117.90
2332,Mojave Narrows Disc Golf Course,18,34.51,-117.27
2333,Mollie Joyce Park Disc Golf Course,18,38.43,-120.59
2334,Monarch Bay,18,37.70,-122.19
2335,Moneta Disc Golf Course,18,37.21,-79.61
2336,Monroe Community College Disc Golf Course,18,43.10,-77.60
2337,Monroe Community Park,24,39.44,-84.36
2338,The Monster at Fighting Creek,18,37.55,-77.93
2339,Mont du Lac - Eagles Peak,24,46.65,-92.28
2340,Mont du Lac - White Cedar,19,46.65,-92.29
2341,Montcalm Community College,18,43.25,-85.10
2342,Monte Bella Disc Golf Course,21,25.96,-97.54
2343,Monte Sano State Park,18,34.75,-86.51
2344,Montezuma Disc Golf Course,18,41.59,-92.53
2345,Montissippi Regional Park,18,45.32,-93.83
2346,The Monty,18,33.32,-83.72
2347,The Moo at Timken Community Center,18,35.02,-81.81
2348,Moody's Disc Golf Ranch - Fire on the Mountain,18,29.95,-97.37
2349,Moody's,36,29.95,-97.37
2350,Moon Lake Disc Golf Course,18,39.07,-96.80
2351,Moon Mountain,18,33.37,-105.65
2352,Moonlight Meadows,18,28.60,-82.33
2353,Moore Township Disc Golf Course,18,40.77,-75.41
2354,Moorman Park,18,39.95,-91.35
2355,Moose Mountain Recreation,18,43.54,-71.09
2356,The Moose Pretzel,18,59.71,-151.42
2357,Moraine Rotary Disc Golf Course,18,39.70,-84.26
2358,Moraine State Park Disc Golf Course,18,40.96,-80.11
2359,Morgan Sports Center,18,30.39,-86.46
2360,Morley Field,19,32.74,-117.14
2361,Morningside Park,18,35.97,-83.90
2362,Morris Frank Disc Golf Course,18,31.35,-94.75
2363,Morristown Kiwanis Disc Golf Course at Wayne Hansard Park,18,36.17,-83.38
2364,Morse Park North,18,36.88,-94.37
2365,Moser Park,18,41.07,-85.02
2366,Mossy Bluff Disc Golf Course,18,35.52,-92.00
2367,Mossy Pines at Battle Ridge Campground,18,45.88,-110.88
2368,Mossy Roc Disc Golf Course,18,48.74,-122.40
2369,Mott Park,18,43.01,-83.72
2370,Mount Shasta Ski Park - Douglas Butte,18,41.32,-122.20
2371,Mount Sunapee Resort,18,43.34,-72.07
2372,Mountain Cove Farms Resort,18,34.64,-85.46
2373,Mountain Crest,18,36.25,-115.28
2374,Mountain Meadow Disc Golf Course,18,38.82,-122.72
2375,Mountain Meadow Ranch,18,34.33,-111.01
2376,Mountain Pride Disc Golf,18,33.58,-117.22
2377,Mountain View Adventure Park,18,38.74,-105.20
2378,Bluegrass Trails Disc Golf Course,18,35.88,-92.12
2379,Mountaineer Disc Golf Course,18,38.77,-81.34
2380,Mountaineer Disc Golf Course,18,38.55,-106.92
2381,Mountainside Disc Golf at Flynt Park,18,42.10,-72.32
2382,The Mountwood Monster,18,39.24,-81.29
2383,MRAG Disc Golf Course,18,30.75,-88.19
2384,MSU-Northern,20,48.54,-109.69
2385,MSU Wise Center Disc Golf Course,18,33.45,-88.80
2386,Mt. Airy Forest,18,39.17,-84.57
2387,Mt. Bachelor Alpine Disc Golf Course,18,43.99,-121.69
2388,Mt. Baldy Disc Golf Course,18,34.27,-117.62
2389,Mt. Gilead Disc Golf Course,18,39.59,-86.32
2390,Mt. Hood Ski Bowl,18,45.30,-121.76
2391,Mt. McSauba Disc Golf Course,19,45.33,-85.25
2392,Mt Vernon Nazarene University,18,40.37,-82.47
2393,Mt. Waterman Disc Golf Course,18,34.35,-117.93
2394,Muddy Run Disc Golf Course,18,39.85,-76.28
2395,Mulbright Pines,18,39.35,-81.43
2396,Muldoon Park Disc Golf Course,18,42.74,-71.35
2397,Muldraugh Disc Golf Course,18,37.92,-85.99
2398,Mulerider Disc Golf Course,18,33.29,-93.23
2399,Mulligans Creekside Golf Center,18,41.27,-112.02
2400,Munden Point,18,36.58,-76.04
2401,Municipal Golf Course - Handeye Course (Muni Blue),18,38.32,-96.18
2402,Municipal Golf Course - Physics of Flight Course (Muni Red),18,38.32,-96.18
2403,Municipal Red Disc Golf Course,18,30.71,-88.16
2404,Munson Park Disc Golf Course,18,33.78,-96.53
2405,Murdock Park,18,40.42,-86.87
2406,Muse Park,18,35.65,-88.81
2407,Myles Kimmerly,18,44.85,-85.88
2408,Myrtle Ridge Disc Golf Course,18,33.08,-83.26
2409,Tortoise Run Disc Golf Course,18,26.69,-81.89
2410,NAD Park,18,47.58,-122.69
2411,Nancee H. Waibel Memorial Disc Golf Course,18,38.97,-92.75
2412,Nancy Lane Park,18,35.44,-89.79
2413,Nani Falcone Community Park,21,29.52,-98.64
2414,Nantucket Disc Golf Course,18,41.26,-70.08
2415,Raines Family Disc Golf Course,18,42.62,-77.39
2416,Martha McLean Anza Narrows Park,18,33.97,-117.43
2417,Nash Community College Disc Golf Course,18,35.98,-77.90
2418,Nashville Disc Golf Course,18,33.95,-93.86
2419,Nathaniel Cole Park,18,42.14,-75.71
2420,National Peanut Festival,18,31.35,-85.55
2421,Nations Tobin,18,31.87,-106.41
2422,Natural Falls State Park,18,36.18,-94.67
2423,Naval Hill Disc Golf Course,19,36.17,-86.74
2424,Naval Surface Weapons Station,18,38.33,-77.04
2425,Nawakwa Woods Disc Golf Course,18,39.97,-77.32
2426,The Nazz at the Church of the Nazarene,18,30.13,-93.79
2427,N.E. Lions Park,18,35.24,-97.42
2428,Neatman Creek,18,36.35,-80.27
2429,Ned Houk South,18,34.51,-103.18
2430,New England DG Center - Calico Creek,18,42.05,-72.80
2431,Nellie's Course,18,37.98,-80.40
2432,Nelson Park Disc Golf Course,18,39.83,-88.92
2433,Neskowin Creek RV Resort,18,45.09,-123.97
2434,Nestrom Road Park,18,43.30,-86.37
2435,Nevin Park Disc Golf Course,18,35.30,-80.83
2436,New Albany Disc Golf Course,18,38.30,-85.82
2437,New Brooklyn Park Disc Golf Course,18,39.71,-74.95
2438,New England DG Center - Spoonwood Ridge,18,42.05,-72.80
2439,New Hogan Dam - East,18,38.16,-120.80
2440,New Hogan Dam - West,18,38.16,-120.80
2441,New Hope City Park Disc Golf Course,18,34.54,-86.42
2442,New Hopewell Disc Golf Course,18,40.13,-77.55
2443,New Lake Disc Golf Course,18,38.32,-87.32
2444,New London Tech Disc Golf Course,18,37.31,-79.34
2445,New Market Disc Golf Course,18,44.62,-93.34
2446,New Melle Lakes,18,38.73,-90.89
2447,New Mexico Highlands University Disc Golf Course,18,35.61,-105.22
2448,New Plymouth Disc Golf Course,18,43.97,-116.82
2449,New Quarter Park,18,37.29,-76.65
2450,New World Disc Golf at Cecil Field,20,30.23,-81.90
2451,Newark Disc Golf at Cedar Ridge,18,35.72,-91.44
2452,Newaygo State Park,18,43.50,-85.58
2453,Newman Park,18,32.48,-100.41
2454,Newport News Disc Golf Course,18,37.18,-76.55
2455,Newton Hill,18,42.27,-71.82
2456,Nichols Field Disc Golf Course,18,41.52,-72.43
2457,Nichols Park - East,18,35.41,-95.98
2458,Nichols Park - West,24,35.41,-95.98
2459,Durand Creekside Disc Golf at Nick Saelens Memorial Park,20,42.43,-89.33
2460,Niehaus Park Disc Golf Course,18,38.30,-86.96
2461,Nikiski Recreation Center Disc Golf Course,18,60.71,-151.38
2462,Nims Park,18,41.78,-89.68
2463,Ninigret Park,18,41.37,-71.66
2464,Ninth Hole Disc Golf Course,18,44.33,-123.39
2465,No Man's Land,19,35.26,-79.10
2466,Nob North,36,34.92,-84.95
2467,Noble Disc Golf Course,18,35.13,-97.38
2468,Nockamixon State Park,18,40.47,-75.23
2469,Nokomis Community Park,18,45.59,-89.72
2470,Noon Lions DGC at Larned Community Center,18,38.19,-99.10
2471,Norbrook Farm Brewery,18,41.99,-73.14
2472,Nordic Valley Ski Resort,18,41.31,-111.86
2473,Normandy Farms Campground,18,42.04,-71.28
2474,North Arkansas College,18,36.22,-93.09
2475,North Asheboro Park,18,35.75,-79.81
2476,North Bluff Disc Golf Course,27,45.86,-87.04
2477,North Bonneville Disc Golf Course,18,45.64,-121.98
2478,North Boundary Disc Golf Complex - Championship,18,40.72,-80.09
2479,North Calais Disc Golf Course,18,44.40,-72.45
2480,North Central Park,18,27.60,-99.47
2481,North Charlotte Regional Park,18,27.01,-82.18
2482,North Cove - The Gorge,18,35.89,-81.94
2483,North East Coachman Park,18,27.98,-82.74
2484,The Fort North,19,41.22,-111.99
2485,North Georgia Canopy Tours,18,34.37,-83.70
2486,North Georgia Technical College Disc Golf Course,18,34.64,-83.53
2487,North Glen Disc Golf Course,18,39.18,-76.63
2488,North Glynn Disc Golf Course,18,31.27,-81.47
2489,North Grand Rapids Rotary Disc Golf Course,18,43.06,-85.60
2490,North Hibbing Disc Golf Park,18,47.45,-92.95
2491,North Jasper Park,18,33.88,-87.29
2492,North Lake Park,18,33.24,-97.16
2493,North Landing,18,34.06,-84.49
2494,North Park,18,45.64,-94.56
2495,North Park (Mineral Springs),18,47.71,-122.34
2496,North Park,18,32.84,-97.26
2497,North Point Higgins,18,55.47,-131.82
2498,North Strabane Township Park,18,40.24,-80.17
2499,North Tahoe Lions Club Disc Golf Course,18,39.24,-119.94
2500,North Town Disc Golf Park,18,30.42,-97.64
2501,North Watertower Park,18,27.37,-82.55
2502,NorthWind Disc Golf Course,18,43.24,-71.74
2503,North Wood County Park,20,44.52,-90.14
2504,Northampton State Hospital,18,42.31,-72.66
2505,Northeast Creek Park,18,34.75,-77.36
2506,Northeast Park - Holly Run,18,36.17,-79.61
2507,Northeast Park,18,39.18,-91.87
2508,Northend Riverside Park - West,18,43.72,-85.49
2509,Northend Riverside Park - East,18,43.72,-85.49
2510,Northern Arizona University Disc Golf Course,18,35.18,-111.66
2511,Northland Pines Schools,18,45.94,-89.25
2512,NorthRidge Church,18,42.37,-83.53
2513,Northshore,18,36.14,-94.13
2514,Northside Christian Church Disc Golf Course,18,30.07,-95.50
2515,Northside Park,18,29.71,-82.35
2516,Northwest River Park Disc Golf Course,18,36.59,-76.15
2517,Northwest Vista College Disc Golf Course,18,29.47,-98.71
2518,Northwestern Oklahoma State University Disc Golf Course,18,36.40,-97.84
2519,Northwestway Park Disc Golf Course,18,39.87,-86.25
2520,Northwood Black,18,40.64,-89.45
2521,Northwood Disc Golf Course,18,43.44,-93.22
2522,Northwood Blue,18,40.65,-89.45
2523,Northern State Disc Golf Course,18,48.53,-122.20
2524,Northwestern State University Disc Golf Course,18,31.75,-93.10
2525,Nubbs,18,42.50,-90.63
