ID,Name, Number of holes, Latitude, Longitude
1530,Hidden Lake Disc Golf Course,18,41.50,-87.34
1531,Hidden Lake,18,45.46,-94.20
1532,Mont du Lac - Hidden Meadows,18,46.66,-92.29
1533,Hidden Oaks Disc Golf Course,18,27.93,-81.97
1534,Hidden Ridge,18,38.76,-84.76
1535,Hidden Valley Country Club,18,36.41,-85.33
1536,Hideaway Park,18,32.53,-92.66
1537,Hiestand Park,18,43.10,-89.31
1538,High Bridge Park Disc Golf Course,18,47.65,-117.45
1539,High Sierra Disc Golf Course,18,45.83,-108.52
1540,Highbridge Hills - The Bear,18,46.36,-90.74
1541,Highbridge Hills - Blueberry Hill,18,46.37,-90.75
1542,Highbridge Hills - Chestnut Grove,18,46.38,-90.74
1543,Highbridge Hills - Granite Ridge,18,46.37,-90.75
1544,Highbridge Hills - Highbridge Gold,18,46.37,-90.75
1545,Highbridge Hills - Woodland Greens,18,46.37,-90.75
1546,Higher Ground,18,35.63,-78.72
1547,Highland Community College,18,42.28,-89.67
1548,Highland Hills Disc Golf Course - North Wilkesboro,20,36.16,-81.13
1549,Highland Park,18,40.46,-86.14
1550,Highland Park/St.Paul,18,44.91,-93.15
1551,Highland Park,18,42.97,-85.65
1552,Highland (Pilcher) Park,18,41.53,-88.03
1553,Highland Road Park,18,30.35,-91.07
1554,Highland Springs Reservoir,23,38.94,-122.90
1555,The Highlands of Conway,18,42.54,-72.71
1556,The Highlands at J. Travis Price Park,18,36.53,-86.86
1557,Highzer Fields Disc Golf Course (aka The Roundhouse Farm),18,43.11,-88.62
1558,Hill Country Fellowship,18,30.75,-98.23
1559,The Hill at Northview Church,18,39.98,-86.07
1560,Hill Top Disc Golf Course,24,43.58,-86.22
1561,Hillcrest Park Disc Golf Course,18,35.30,-79.42
1562,Hiller Park,26,30.41,-88.95
1563,The Hills Disc Golf Course,18,32.96,-91.36
1564,Hillsboro Windsock Disc Golf Course,18,38.35,-97.21
1565,Hillsdale Lake Disc Golf Course,18,38.65,-94.91
1566,Hilltop Meadows,18,46.33,-85.52
1567,Hilltop Ski Area,18,61.14,-149.76
1568,Hinsley Park,18,32.55,-94.73
1569,Hinson Lake Disc Golf Course,18,34.94,-79.75
1570,Hippo Ridge Disc Golf Course,18,39.33,-81.94
1571,Hobbs Farm Park,18,33.60,-85.08
1572,Hobby Hill Disc Golf Course,18,39.23,-94.58
1573,Hobson Grove Park - Original,18,37.01,-86.46
1574,Hobson Park Mini Disc Golf Course,18,40.04,-76.21
1575,Hocking College Disc Golf Course,18,39.44,-82.22
1576,Hockinson Meadows Disc Golf Course,18,45.70,-122.50
1577,Highland Park Disc Golf Course,18,35.88,-97.41
1578,Hole in the Sky Disc Golf Course,18,39.65,-106.84
1579,Holland Park,18,29.02,-80.96
1580,Holloway Park Disc Golf Course,18,28.01,-81.91
1581,The Hollows South - Red Dragon,18,42.95,-71.46
1582,The Hollows North,18,42.96,-71.47
1583,Holly Woods Disc Golf Course,24,42.80,-83.53
1584,Holston Creek Park,27,35.06,-82.17
1585,Holton Disc Golf Course,18,43.42,-86.09
1586,Holts Summit Greenway Park Disc Golf Course,18,38.65,-92.12
1587,Holy Rocks Disc Golf Course,18,29.84,-98.46
1588,Homestead Air Reserve Park,18,25.52,-80.40
1589,Honda Park Disc Golf Course,18,33.61,-86.13
1590,Honey Bear Hollow Campgrounds,18,40.79,-86.15
1591,Honey Creek Disc Golf Course,18,31.05,-81.54
1592,Honolulu Disc Golf Association,18,21.31,-157.85
1593,Hoodsport Hills,18,47.42,-123.19
1594,Brent Hambrick Memorial Disc Golf Course at Hoover Dam,27,40.11,-82.88
1595,Hop Springs Beer Park,18,35.82,-86.27
1596,Hope Lake DGC @ Greek Peak Mountain Resort,18,42.51,-76.15
1597,Horizons Park,18,36.23,-80.23
1598,Hornet's Nest Disc Golf Course,18,39.99,-90.77
1599,Hornets Nest Park,18,35.32,-80.87
1600,Horning's Hideout,18,45.67,-123.01
1601,The Horse Course,18,35.04,-80.68
1602,Horseshoe Lake,18,47.41,-122.67
1603,Lexington Manor,18,38.26,-76.45
1604,Houghton College Disc Golf,18,42.43,-78.15
1605,Houghton Field of Dreams,18,42.43,-78.16
1606,Houghton Woods,18,42.43,-78.16
1607,House of Trees,18,29.65,-82.63
1608,Hover Links,18,32.21,-80.70
1609,Gum Branch Park Course at Camden Disc Golf Park,18,30.80,-81.63
1610,Hoyt Grove,18,36.11,-97.04
1611,HP Disc Golf Course,18,44.58,-123.24
1612,Hopkins Lake Disc Golf Course,18,42.98,-84.18
1613,Hualapai Mountain Park,18,35.10,-113.89
1614,Don Crane Disc Golf Course,18,39.70,-91.39
1615,Hudson Family Park Disc Golf,18,40.43,-84.97
1616,Hudson Mills Metropark - Monster,24,42.38,-83.91
1617,Hudson Mills Metropark - Original,24,42.38,-83.91
1618,Hudson Park Disc Golf,18,38.76,-90.29
1619,Hudson Springs Park Disc Golf Course,18,41.25,-81.41
1620,Hughes Park Disc Golf Course,18,35.84,-80.10
1621,Humble Tree Disc Golf Course,18,33.70,-86.53
1622,Humboldt River Disc Golf,19,40.83,-115.76
1623,Hummel Park Disc Golf Course,18,41.37,-95.96
1624,Hummingbird Beach Disc Golf at Lake Eufaula State Park,18,35.40,-95.60
1625,Hunter Farm,18,41.15,-80.09
1626,Hunter Memorial Park,18,33.74,-84.77
1627,Hunter Mountain,18,42.21,-74.21
1628,Hunter Park,18,43.19,-73.05
1629,Hunter Park,18,36.03,-95.91
1630,Huntington Beach Central Park,18,33.70,-118.01
1631,Hunts Hideaway,18,43.17,-83.52
1632,Hurricane Springs Disc Golf Course,18,34.72,-82.55
1633,Hyland Ski and Snowboard Area,18,44.84,-93.36
1634,Hyzer Creek,18,43.10,-74.04
1635,Hyzer Pines,18,44.29,-121.58
1636,IAIA Disc Golf Course,18,35.64,-105.97
1637,IBM Research Triangle,18,35.90,-78.86
1638,ICC Indian Disc Golf Course,18,34.28,-88.42
1639,Idle Hour Lake Disc Golf Course,18,37.14,-95.29
1640,Idlewild,24,39.04,-84.74
1641,IG Levy Disc Golf Course,18,30.38,-88.52
1642,Illinois Central College Disc Golf Course,18,40.71,-89.51
1643,Immanuel Baptist Church Disc Golf Course,18,35.38,-96.90
1644,Independence Community College Disc Golf Course,18,37.20,-95.72
1645,Indian Camp Creek Park,18,38.88,-90.92
1646,Indian Creek Disc Golf Course,18,38.05,-83.94
1647,Indian Creek Disc Golf Course,20,34.74,-86.70
1648,Indian Creek Park Disc Golf Course,18,33.60,-83.60
1649,Indian Creek Park,18,44.12,-87.66
1650,Indian Foothills Park - North,18,39.12,-93.17
1651,Indian Foothills Park - South,18,39.12,-93.17
1652,Indian Hills Community College,18,41.05,-92.39
1653,Indian Hills Disc Golf Course,27,39.08,-119.78
1654,Indian Hills Disc Golf Course,18,38.98,-92.26
1655,Indian Hills Recreation Area,18,27.42,-80.32
1656,Indian Mound Disc Golf,18,38.06,-83.91
1657,Indian Mountain State Park,18,36.59,-84.14
1658,Indian Oaks,18,42.24,-88.62
1659,Indian Park Disc Golf Course,18,41.41,-76.05
1660,Indian Riffle Park,18,39.69,-84.12
1661,Indian Rock at Rotary Park,18,38.42,-82.39
1662,Indiantown Park Disc Golf Course,18,37.35,-75.90
1663,Indiantown Park North 18,18,37.35,-75.90
1664,Indiantown Park South 18,18,37.35,-75.90
1665,Industrial Park,18,35.23,-91.73
1666,Indy Horizon Disc Golf Course,18,39.90,-85.99
1667,Ingersoll Memorial Disc Golf Course,18,42.27,-89.15
1668,Inn of the Mountain Gods Resort and Casino,18,33.30,-105.69
1669,Inspiration Point,18,32.10,-88.70
1670,Inverness Disc Golf Park,18,33.42,-86.72
1671,Ionia State Recreation Area,24,42.94,-85.13
1672,Iowa Regular Baptist Camp,18,43.12,-93.45
1673,Iowa State University (Stable Run Disc Golf Course),18,42.04,-93.64
1674,Iron Bridges,18,39.32,-95.81
1675,Iron Hill,18,39.63,-75.76
1676,Iron Mountain City Park,18,45.82,-88.09
1677,Ironside Bluffs,18,34.22,-109.98
1678,Ironside Disc Golf Course,18,37.76,-113.18
1679,Ironwood Disc Golf,18,42.18,-77.06
1680,Ironworks Hills Disc Golf Course,18,37.98,-84.10
1681,Iroquois Park,18,38.16,-85.78
1682,Irving Park,18,42.33,-85.18
1683,Island Disc Golf Course at The Lodge,18,36.61,-96.31
1684,IUP College Lodge,18,40.63,-79.18
1685,Ivan K. Hill Disc Golf Course,18,33.94,-87.81
1686,Iwen Park North Disc Golf Course,18,46.80,-96.80
1687,J. Frank Wilson Memorial Park,18,36.69,-79.86
1688,A. J. Jolly Park,18,38.89,-84.37
1689,Jack Brooks Park - Cedar Hills,18,29.33,-95.05
1690,Jack Brooks Park - Gulf Meadows,18,29.37,-95.04
1691,Jack Crawford Memorial Disc Golf Course,18,47.68,-116.78
1692,Jack Culverhouse Disc Golf Course,18,33.18,-96.51
1693,Jack Lake Disc Golf,21,45.33,-89.10
1694,Jack McLean Park,24,30.41,-84.27
1695,Jackson Community College,18,42.16,-84.40
1696,Jackson County Rec Center Disc Golf Course,18,35.29,-83.18
1697,Jackson Hole Mountain Resort Disc Golf Course,18,43.59,-110.83
1698,Jackson Park,18,35.32,-82.45
1699,Jackson Park - 18,18,39.54,-95.12
1700,Jackson Park Disc Golf Course,18,41.78,-87.58
1701,Jackson Park,18,44.07,-103.27
1702,Jackson Recreational Park Disc Golf Course,18,40.37,-76.32
1703,Jackson's Mill Disc Golf Course,18,39.10,-80.47
1704,Jacob Fork Park,18,35.63,-81.31
1705,Jacobson Park Disc Golf Course,18,37.98,-84.43
1706,Jaggerbush Hollow,18,35.51,-93.40
1707,The JAM (John Andrews Memorial),18,33.01,-85.10
1708,Jamboree Disc Golf at Camp Sekani,18,47.69,-117.31
1709,James Island County Park,18,32.74,-79.99
1710,James L. Whitten Center,18,34.29,-88.42
1711,James Lawless Park,18,46.27,-119.29
1712,James Rooney Memorial Park,20,30.88,-102.87
1713,Jamestown Reservoir Disc Golf Course,24,46.95,-98.71
1714,Jamesville Beach,18,42.97,-76.07
1715,The Jaranator,22,32.55,-96.77
1716,Jared Hilton Memorial Disc Golf Course,18,37.71,-92.67
1717,Jason Wintz Memorial Disc Golf Course,18,38.39,-82.30
1718,Jay Peak Disc Golf Course,18,44.94,-72.50
1719,Jay Reynolds Park,18,35.45,-94.79
1720,Cole County Park Disc Golf Course,18,38.56,-92.27
1721,Jaycee Park Quarry,20,43.78,-87.74
1722,Jaycee Park,18,42.86,-85.64
1723,JB Hunt Park - Main,18,36.20,-94.16
1724,J&B Rolling Hills South,18,35.47,-88.49
1725,Jefferson Barracks Historical Park - Original,18,38.52,-90.28
1726,Jenda Jones Memorial Disc Golf,18,46.05,-118.40
1727,Jenkins Mountain Disc Golf,18,38.69,-78.19
1728,Jenkins Park Disc Golf,18,29.77,-94.94
1729,Jeremy Lewis Memorial Disc Golf Course at Deer Creek State Park,18,39.64,-83.24
1730,Jericho Lake,18,41.74,-88.38
1731,Camp Taloali Disc Golf Course,18,44.80,-122.73
1732,Jesse James Disc Golf Course,18,39.40,-94.37
1733,The Jet Stream Disc Golf Course at Snyder Park,18,26.08,-80.15
1734,Jim Barnett Park Disc Golf Course,18,39.18,-78.15
1735,Jim Warner Memorial Disc Golf Course,18,33.65,-82.29
1736,Jimmy Porter Park,18,32.97,-96.89
1737,JM Buck Championship Disc Golf Course,18,36.76,-91.84
1738,Jo Clark Siegert Disc Golf Course,18,39.38,-89.08
1739,Joe Eakes Park at Kure Beach,18,34.00,-77.91
1740,Joe Palaia Park Disc Golf Course,19,40.27,-74.03
1741,Joe Wheeler State Park,18,34.81,-87.33
1742,Joe's Disc Golf Course,18,36.88,-93.16
1743,John Hunt Park,18,34.69,-86.59
1744,John Lemaster Memorial Disc Golf Course,18,33.63,-86.60
1745,Hometown Hollow at Ryan Memorial Park,18,40.82,-75.97
1746,Johnny Roberts Disc Golf Course,18,39.80,-105.09
1747,Johns Park,18,35.22,-96.67
1748,Johnson UMC Disc Golf Course,18,41.00,-81.64
1749,Johnson Hills Park,18,39.11,-84.33
1750,Johnson Park,18,35.66,-101.40
1751,Johnson Park,18,32.61,-99.68
1752,Johnson Park,18,42.77,-87.85
1753,Johnson Park,18,42.92,-85.77
1754,Johnson Road Park,18,35.07,-89.75
1755,Johnson State College Disc Golf Course,18,44.64,-72.67
1756,Johnson Street Park,18,36.02,-80.01
1757,Johnson Township Community Park,18,38.20,-87.56
1758,Jolley's Ranch Campground,18,40.17,-111.49
1759,Jones Creek Ranch Park,18,29.64,-95.83
1760,Jones Park,18,33.27,-97.58
1761,Jones Park,18,41.95,-91.65
1762,Jonesville Park,18,29.68,-82.49
1763,Joralemon Park DIsc Golf Course - North,18,42.47,-73.87
1764,Joralemon Park Disc Golf Course - South,18,42.47,-73.86
1765,Jordan Creek Park,18,40.62,-75.50
1766,Joseph C. Miller Disc Golf Course,18,38.59,-92.30
1767,Joseph Davis State Park,27,43.21,-79.04
1768,Joshua Park,18,41.77,-89.73
1769,Joshua W. Franklin Disc Golf Course,18,31.62,-84.14
1770,J.P. Moseley Park,27,33.53,-84.16
1771,J.T. Dunbar Park,18,29.05,-95.46
1772,Judson Mine Disc Golf Course,18,47.49,-92.78
1773,Juel Park,18,47.70,-122.09
1774,Jumanji,30,47.75,-117.62
1775,Jumonville Camp & Retreat Center,18,39.88,-79.65
1776,Kimble County Park,18,30.49,-99.76
1777,Disc Golf at the Junction Golf Course,18,30.47,-99.76
1778,The Jungle at Sanford Lake Park,18,43.68,-84.38
1779,Juniper Valley Farm,18,37.21,-93.00
1780,Jury Farms,18,35.31,-97.46
1781,Justin Trails Big Brother Disc Golf Course,18,43.85,-90.84
1782,Justin Trails Classic Disc Golf Course,18,43.85,-90.84
1783,K-State Manhattan,18,39.19,-96.58
1784,K-Town,18,39.25,-94.52
1785,Kadena Air Base,20,26.34,127.78
1786,Kahului Community Center Park,18,20.88,-156.48
1787,Kaiser Family Disc Golf Course at Silver Bay YMCA,18,43.69,-73.51
1788,Kanab Disc Golf,18,37.01,-112.52
1789,Kanza Park,18,38.60,-95.27
1790,Kanza View Disc Golf Course,18,38.69,-96.49
1791,Kaposia Park,26,44.91,-93.06
1792,Karel Park,18,37.83,-88.50
1793,Karohl Park Disc Golf Course,18,39.74,-84.04
1794,Karst Farm Park,18,39.14,-86.60
1795,Katherine Legge Memorial Park,18,41.78,-87.91
1796,Kayak Point - Blue,18,48.14,-122.34
1797,Kayak Point - Gold,18,48.13,-122.37
1798,Kayak Point - Pitch and Putt,18,48.14,-122.34
1799,Kayak Point - Red,18,48.13,-122.37
1800,KCC Kinston Open,18,35.28,-77.60
1801,Kearney Park,18,36.73,-119.91
1802,Keaton Coyle Memorial Disc Golf Course,18,35.98,-94.32
1803,Keeley Park,18,36.11,-79.71
1804,Kees Park,18,31.33,-92.41
1805,Keizer Rapids Disc Golf Course,18,45.00,-123.06
1806,Kelley Park Disc Golf Course,18,37.32,-121.86
1807,Kelley Park,18,40.21,-100.62
1808,Kellogg Lake Disc Golf,18,37.19,-94.29
1809,Kelly Ridge Golf Course,18,39.53,-121.47
1810,Ken Malloy Harbor Regional Park,18,33.78,-118.29
1811,Kenai Eagle Disc Golf Course,18,60.56,-151.20
1812,Kendall Indian Hammocks Park (East),18,25.70,-80.37
1813,Kendall Indian Hammocks Park (West),18,25.70,-80.37
1814,Keney Park,18,41.79,-72.70
1815,Kenilworth Park,18,40.23,-75.63
1816,Kennel Lake,18,40.64,-89.42
1817,Kenney Park,18,41.46,-85.60
1818,Kensington Black Locust - Green,18,42.53,-83.64
1819,Kent State University,18,41.14,-81.34
1820,Kentwood,18,35.78,-78.70
1821,Kenwood Heritage Park,24,44.24,-85.44
1822,Kenwood Trails Disc Golf Course,18,44.67,-93.27
1823,Kereiakes Park,18,36.99,-86.42
1824,Kern River Golf Course,18,35.43,-118.86
1825,Kerr Park,18,40.01,-75.70
1826,Kerr Station Park,18,34.95,-92.02
1827,Kess Creek Park Disc Golf,18,36.72,-88.64
1828,Kessler Park (Cliff Drive),18,39.11,-94.55
1829,Keyes Peak Disc Golf,22,45.90,-88.30
1830,Kiekhaefer Park Disc Golf Course,18,43.84,-88.37
1831,Kilborne TPC,18,35.22,-80.77
1832,Killens Pond State Park,18,38.99,-75.55
1833,Kincaid Park Disc Golf Course,18,61.15,-150.05
1834,Kinder Farm Park,18,39.10,-76.58
1835,Kineowatha Park,18,44.59,-70.24
1836,Kings River Disc Golf Course,18,36.50,-119.51
1837,Kingsley Civic Center South,18,44.58,-85.54
1838,Kinslow Disc Golf Course,18,40.25,-82.86
1839,Kirkwood Mountain Resort,18,38.68,-120.07
1840,Kirtland Community College,18,44.49,-84.41
1841,Kitsap Fairgrounds,18,47.63,-122.67
1842,Kiwanis Disc Golf at Berkeley Park,18,35.37,-77.94
1843,Kiwanis Disc Golf Course,18,38.14,-79.09
1844,Kiwanis Disc Golf at Persimmon Ridge Park,18,36.29,-82.50
1845,Kiwanis Disc Golf at Twining Park,18,42.61,-89.64
1846,Kiwanis Park,18,37.02,-94.73
1847,Kiwanis Park Disc Golf Course,18,40.94,-90.34
1848,Kiwanis/Rotary Park,18,38.76,-88.05
1849,KJ Memorial Park,18,36.26,-94.17
1850,Klaus Park,18,46.90,-98.72
1851,Klein Park Disc Golf,18,30.14,-94.19
1852,Klines Run Disc Golf Course,18,39.98,-76.50
1853,Knebler Pond,18,37.08,-97.02
1854,Knob Hill Park,18,40.66,-80.11
1855,Knoch Knolls Park,18,41.71,-88.14
1856,Knollwood Park,18,42.28,-85.62
1857,K.O. at Lake Casitas,20,34.42,-119.34
1858,Mendocino Redwoods RV Resort,18,39.41,-123.38
1859,Kohala Winds Disc Golf Course,18,20.24,-155.80
1860,Konarcik Park,18,38.34,-90.15
1861,Kooky Noosa at Libby Dam,18,48.41,-115.32
1862,Kraken Disc Golf at Hyco Lake Park,18,36.47,-79.12
1863,Krape Park,18,42.28,-89.66
1864,Kress Creek Farms Disc Golf Course,18,41.86,-88.21
1865,Krizek Park,18,38.74,-98.23
1866,Kronshage Park,18,43.13,-90.71
1867,Krouskop Park,18,43.35,-90.39
1868,Kudzu Cove Disc Golf Course,18,34.41,-86.25
1869,Kuna Disc Golf Course,18,43.49,-116.41
1870,Kutter Park,18,38.90,-90.08
1871,La Cote Disc Golf Course,18,30.51,-93.23
1872,La Mirada Regional Park - Back 18,18,33.91,-118.01
1873,La Mirada Regional Park - Lake 18,18,33.90,-118.00
1874,La Vista Park,18,38.94,-90.24
1875,LaBenite DGC,18,39.16,-94.39
1876,Ladera Golf Course,18,35.12,-106.71
1877,Ladera,18,35.11,-106.72
1878,Lady in Blue Disc Golf Course at McCourtie Park,18,42.05,-84.41
1879,Lafreniere Park,24,30.00,-90.21
1880,Lagoon Park Disc Golf Course,18,32.32,-86.22
1881,Lagoon Valley Disc Golf Course,27,38.33,-122.01
1882,Laguna Lake,18,35.26,-120.68
1883,Lake Alliance,18,42.62,-84.75
1884,Lake Amador Campground,18,38.30,-120.89
1885,Lake Amador North,18,38.31,-120.89
1886,Lake Amador South,18,38.30,-120.89
1887,Lake Arrowhead State Park,18,33.76,-98.40
1888,Lake Arvesta Farms,18,42.40,-86.19
1889,Lake Atwood Disc Golf Course,18,39.81,-101.05
1890,Lake Aurora Christian Camp,18,27.88,-81.47
1891,Lake Bistineau State Park,18,32.44,-93.39
1892,Cachuma Lake Disc Golf Course,18,34.58,-119.96
1893,Lake Chabot Disc Golf Course - Bay,18,37.74,-122.12
1894,Lake Chabot Disc Golf Course - Hills,18,37.74,-122.12
1895,Lake Claiborne State Park - Dogwood Course,18,32.73,-92.92
1896,Lake Claiborne State Park - Whitetail Course,18,32.73,-92.92
1897,Lake Cumberland State Resort Park,18,36.93,-85.04
1898,Lake D'Arbonne State Park Disc Golf Course,18,32.78,-92.49
1899,Lake Dillon Disc Golf Course,18,39.61,-106.02
1900,Craig Parker Memorial Disc Golf Course,18,34.08,-96.40
1901,Lake Elk City Disc Golf,18,35.37,-99.41
1902,Lake Ellis Disc Golf Course,18,31.46,-88.23
1903,Lake Eureka Disc Golf Course,18,40.70,-89.28
1904,Lake Fenwick Disc Golf Course,18,47.37,-122.28
1905,Lake Fisher Disc Golf Course,18,40.76,-92.44
1906,Lake Hastings,18,40.61,-98.40
1907,Lake Havasu Golf Club East,18,34.47,-114.31
1908,Lake Holiday,18,39.31,-78.33
1909,Lake Icaria,18,41.05,-94.74
1910,Lake Iowa Disc Golf Course,18,41.64,-92.18
1911,Lake Julian Disc Golf Course,18,35.48,-82.54
1912,Lake Leota Park,18,42.77,-89.28
1913,Old Man McCutcheon Disc Golf Park,18,33.08,-97.01
1914,Lake Lincoln State Park,18,31.68,-90.34
1915,Lake Loramie State Park,18,40.37,-84.36
1916,Lake Lowndes State Park,20,33.43,-88.30
1917,Lake Lure Temporary Course,27,35.42,-82.19
1918,Lake Marshall - The Lions,18,38.06,-76.73
1919,Lake McMurtry North,18,36.18,-97.17
1920,Lake McMurtry South,18,36.18,-97.17
1921,Lake Mendocino (North),18,39.24,-123.18
1922,Lake Mendocino (South),18,39.20,-123.18
1923,Lake Meriwether Park,18,32.97,-84.61
1924,Lake Montebello Disc Golf Course,18,39.33,-76.59
1925,Lake Nacogdoches West Disc Golf,18,31.59,-94.84
1926,Lake Orient Recreation Area,18,41.20,-94.43
1927,Lake Point Park,18,33.65,-85.60
1928,Lake Ponca - Bois D'Arc,18,36.73,-97.02
1929,Lake Ponca - Lake Course,18,36.72,-97.02
1930,Lake Russell State Park,27,34.18,-82.76
1931,Lake Selmac,18,42.26,-123.57
1932,Lake Shawnee,18,39.01,-95.62
1933,Lake Shore Disc Golf Course,18,38.82,-94.30
1934,Lake Shore Park,18,41.91,-80.78
1935,Lake Showme Disc Golf Course,18,40.44,-92.22
1936,Lake Springfield Disc Golf Course,18,37.12,-93.25
1937,Lake Stevens Disc Golf Course,20,48.02,-122.06
1938,Lake Superior View Disc Golf Course,18,46.68,-90.91
1939,Sand Ridge Disc Golf at Lake Township Park,18,41.93,-86.54
1940,Lake Walcott State Park,21,42.67,-113.48
1941,Lake Wauburg,18,29.52,-82.30
1942,Lake Wichita Park,18,33.84,-98.56
1943,Lake Wilson,18,35.79,-77.92
1944,The LakeHawk at Lake Sumter State College,18,28.83,-81.79
1945,Laker Links,18,43.13,-94.69
1946,Lake's Edge,18,36.29,-79.68
1947,Lakeshore Disc Golf,18,43.12,-86.22
1948,Lakeside Disc Golf Course,18,32.19,-110.82
1949,Lakeside Disc Golf Course,18,34.63,-97.39
1950,Lakeside Disc Golf at Veterans Memorial Park,18,34.81,-87.63
1951,Lakeside DiscGolfPark,18,40.37,-76.29
1952,Lakeside Hills Birdland,18,38.87,-94.87
1953,Lakeside Landing Disc Golf Course,18,33.44,-88.86
1954,Lakeside Lodge,18,42.90,-109.82
1955,Lakeside Park,18,32.75,-94.50
1956,Lakeside Park Disc Golf Course,18,37.15,-94.55
